rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r38074,antipatriotique,patriote,Adj,Nf,pre-suf,antiXique,NA,X,motiv-sem,des2as
r38076,antipelliculaire,pellicule,Adj,Nf,pre-suf,antiXaire,NA,X,simple,des2as
r38077,antipersonnel,personne,Adj,Nf,pre-suf,antiXel,NA,X,simple,des2as
r38086,antipopulaire,peuple,Adj,Nm,pre-suf,antiXaire,NA,X,motiv-sem,des2as
r38098,antisexuel,sexe,Adj,Nf,pre-suf,antiXel,NA,X,motiv-sem,des2as
r38105,antistalinien,Staline,Adj,Npx,pre-suf,antiXien,NA,X,motiv-sem,des2as
r38113,antitoxique,toxine,Adj,Nf,pre-suf,antiXique,NA,X,motiv-sem,des2as
r38115,antivariolique,variole,Adj,Nf,pre-suf,antiXique,NA,X,simple,des2as
r38148,antédiluvien,déluge,Adj,Nm,pre-suf,antXien,NA,X,motiv-sem,des2as
r38249,aqualien,Aywaille,Adj,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38250,aqualien,Aywaille,Nm,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38251,aqualonguien,Longeau-Percey,Adj,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38252,aqualonguien,Longeau-Percey,Nm,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38253,aquamagnien,Amagne,Adj,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38254,aquamagnien,Amagne,Nm,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38255,aquanidien,Aigny,Adj,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38256,aquanidien,Aigny,Nm,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38258,aquatintien,Tinqueux,Adj,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38259,aquatintien,Tinqueux,Nm,Npx,pre-suf,aquaXien,NA,X,motiv-sem,des2as
r38680,asexué,sexe,Adj,Nf,pre-suf,aXé,NA,X,motiv-sem,des2as
r38793,asymétrique,asymétrie,Adj,Nf,pre-suf,aXique,NA,X,motiv-sem,des2as
r39295,azoïque,vie animale,Adj,Nf,pre-suf,aXique,NA,X,motiv-sem,des2as
r40410,bi-hebdomadaire,semaine,Adj,Nf,pre-suf,biXaire,NA,X,motiv-sem,des2as
r40415,biatomique,atome,Adj,Nm,pre-suf,biXique,NA,X,motiv-sem,des2as
r40416,biaural,oreille,Adj,Nm,pre-suf,biXal,NA,X,motiv-sem,des2as
r40417,biauriculaire,oreille,Adj,Nf,pre-suf,biXaire,NA,X,motiv-sem,des2as
r40418,bibasique,base,Adj,Nf,pre-suf,biXique,NA,X,motiv-sem,des2as
r40426,bicaméral,chambre,Adj,Nf,pre-suf,biXal,NA,X,motiv-sem,des2as
r40428,bicarboné,carbone,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r40435,bicentenaire,cent ans,Adj,More,pre-suf,biXaire,NA,X,motiv-sem,des2as
r40446,bicyclique,cycle,Adj,Nm,pre-suf,biXique,NA,X,motiv-sem,des2as
r40469,bifocal,foyer,Adj,Nm,pre-suf,biXal,NA,X,motiv-sem,des2as
r40493,bigéminé,paire,Adj,Nf,pre-suf,biXé,NA,X,motiv-sem,des2as
r40496,bilabié,lèvre,Adj,Nf,pre-suf,biXé,NA,X,motiv-sem,des2as
r40509,bilinéaire,ligne,Adj,Nf,pre-suf,biXaire,NA,X,motiv-sem,des2as
r40524,bilobé,lobe,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r40526,bilocal,lieu,Adj,Nm,pre-suf,biXal,NA,X,motiv-sem,des2as
r40530,bimastoidien,mastoïde,Adj,Adj,pre-suf,biXien,NA,X,motiv-sem,des2as
r40531,bimastoidien,mastoïde,Adj,Nf,pre-suf,biXien,NA,X,motiv-sem,des2as
r40538,bimillénaire,mille ans,Adj,More,pre-suf,biXaire,NA,X,motiv-sem,des2as
r40539,bimoléculaire,molécule,Adj,Nf,pre-suf,biXaire,NA,X,motiv-sem,des2as
r40543,bimétallique,métal,Adj,Nm,pre-suf,biXique,NA,X,motiv-sem,des2as
r40545,binational,nation,Adj,Nf,pre-suf,biXal,NA,X,motiv-sem,des2as
r40548,binucléé,noyau,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r40562,biovulaire,ovule,Adj,Nm,pre-suf,biXaire,NA,X,motiv-sem,des2as
r40565,biparental,parent,Adj,Nm,pre-suf,biXal,NA,X,motiv-sem,des2as
r40569,bipartite,partie,Adj,Nf,pre-suf,biXite,NA,X,motiv-sem,des2as
r40573,bipenné,plume,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r40578,biquadratique,carré,Adj,Nm,pre-suf,biXique,NA,X,motiv-sem,des2as
r40593,bisannuel,an,Adj,Nm,pre-suf,biXel,NA,X,motiv-sem,des2as
r40601,biscornu,corne,Adj,Nf,pre-suf,biXu,NA,X,motiv-sem,des2as
r40608,bisexuel,sexe,Adj,Nf,pre-suf,biXel,NA,X,motiv-sem,des2as
r40609,bisexuel,sexe,Adj,Nm,pre-suf,biXel,NA,X,motiv-sem,des2as
r40611,bisexué,sexe,Adj,Nf,pre-suf,biXé,NA,X,motiv-sem,des2as
r40612,bisexué,sexe,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r43141,catarhinien,nez,Adj,Nm,pre-suf,cataXien,NA,X,motiv-sem,des2as
r43142,catarhinien,nez,Nm,Nm,pre-suf,cataXien,NA,X,motiv-sem,des2as
r43144,catarrhinien,nez,Adj,Nm,pre-suf,cataXien,NA,X,motiv-sem,des2as
r43145,catarrhinien,nez,Nm,Nm,pre-suf,cataXien,NA,X,motiv-sem,des2as
r44452,cisjuran,Jura,Adj,Npx,pre-suf,cisXan,NA,X,motiv-sem,des2as
r44453,cisjuran,Jura,Nm,Npx,pre-suf,cisXan,NA,X,motiv-sem,des2as
r44454,cisleithan,Leitha,Adj,Npx,pre-suf,cisXan,NA,X,motiv-sem,des2as
r44455,cisleithan,Leitha,Nm,Npx,pre-suf,cisXan,NA,X,motiv-sem,des2as
r44456,cismontain,mont,Adj,Nm,pre-suf,cisXain,NA,X,motiv-sem,des2as
r44457,cisrhénan,Rhin,Adj,Npx,pre-suf,cisXan,NA,X,motiv-sem,des2as
r44458,cisrhénan,Rhin,Nm,Npx,pre-suf,cisXan,NA,X,motiv-sem,des2as
r44683,coaxial,axe,Adj,Nm,pre-suf,coXial,NA,X,motiv-sem,des2as
r44765,collatéral,côté,Adj,Nm,pre-suf,coXal,NA,X,motiv-sem,des2as
r44982,concentrique,centre,Adj,Nf,pre-suf,coXique,NA,X,motiv-sem,des2as
r45150,consanguin,sang,Adj,Nm,pre-suf,coXin,NA,X,motiv-sem,des2as
r45175,consubstantiel,substance,Adj,Nf,pre-suf,coXel,NA,X,simple,des2as
r45185,contemporain,temps,Adj,Nm,pre-suf,conXain,NA,X,motiv-sem,des2as
r45219,contre-factuel,fait,Adj,Nm,pre-suf,contreXel,NA,X,motiv-sem,des2as
r45225,contre-révolutionnaire,révolution,Adj,Nf,pre-suf,contreXaire,NA,X,motiv-sem,des2as
r46559,diacondylien,condyle,Adj,Nm,pre-suf,diaXien,NA,X,motiv-sem,des2as
r46580,diatomique,atome,Adj,Nm,pre-suf,diXique,NA,X,motiv-sem,des2as
r46582,dichromatique,couleur,Adj,Nf,pre-suf,diXique,NA,X,motiv-sem,des2as
r46603,diencéphalique,cerveau,Adj,Nm,pre-suf,diXique,NA,X,motiv-sem,des2as
r46621,digastrique,estomac,Adj,Nm,pre-suf,diXique,NA,X,motiv-sem,des2as
r46631,dilobé,lobe,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r46738,dipolaire,pôle,Adj,Nm,pre-suf,diXaire,NA,X,motiv-sem,des2as
r46791,dissyllabique,dissyllabe,Adj,Nm,pre-suf,diXique,NA,X,motiv-sem,des2as
r46792,dissyllabique,syllabe,Adj,Nf,pre-suf,diXique,NA,X,motiv-sem,des2as
r46847,diéthylénique,éthylène,Adj,Nm,pre-suf,diXique,NA,X,motiv-sem,des2as
r47366,dépenaillé,penaille,Adj,Nf,pre-suf,déXé,NA,X,motiv-sem,des2as
r47462,effronté,front,Adj,Nm,pre-suf,éXé,NA,X,motiv-sem,des2as
r47520,endopodite,pied,Nm,Nm,pre-suf,endoXite,NA,X,motiv-sem,des2as
r47816,exopodite,pied,Nm,Nm,pre-suf,endoXite,NA,X,motiv-sem,des2as
r47853,extra-sensoriel,sens,Adj,Nm,pre-suf,extraXel,NA,X,motiv-sem,des2as
r47855,extra-terrestre,Terre,Adj,Npx,pre-suf,extraXestre,NA,X,motiv-sem,des2as
r47858,extra-utérin,utérus,Adj,Nm,pre-suf,extraXin,NA,X,motiv-sem,des2as
r47860,extraconjugal,mariage,Adj,Nm,pre-suf,extraXal,NA,X,motiv-sem,des2as
r47863,extracorporel,corps,Adj,Nm,pre-suf,extraXel,NA,X,motiv-sem,des2as
r47866,extragalactique,galaxie,Adj,Nf,pre-suf,extraXique,NA,X,motiv-sem,des2as
r47873,extrasensoriel,sens,Adj,Nm,pre-suf,extraXel,NA,X,motiv-sem,des2as
r47874,extraterrestre,Terre,Adj,Npx,pre-suf,extraXestre,NA,X,motiv-sem,des2as
r47876,extraterritorial,territoire,Adj,Nm,pre-suf,extraXial,NA,X,motiv-sem,des2as
r50553,haplorrhinien,nez,Nm,Nm,pre-suf,haploXien,NA,X,motiv-sem,des2as
r51040,hypersonique,son,Adj,Nm,pre-suf,hyperXique,NA,X,motiv-sem,des2as
r51055,hypoglossite,langue,Nf,Nf,pre-suf,hypoXite,NA,X,motiv-sem,des2as
r51138,hétérotypien,type,Adj,Nm,pre-suf,hétéroXien,NA,X,motiv-sem,des2as
r51774,intercommunal,commune,Adj,Nf,pre-suf,interXal,NA,X,motiv-sem,des2as
r51776,intercommunautaire,communauté,Adj,Nf,pre-suf,interXaire,NA,X,motiv-sem,des2as
r51777,intercontinental,continent,Adj,Nm,pre-suf,interXal,NA,X,motiv-sem,des2as
r51779,intercostal,côte,Adj,Nf,pre-suf,interXal,NA,X,motiv-sem,des2as
r51781,interculturel,culture,Adj,Nf,pre-suf,interXel,NA,X,motiv-sem,des2as
r51785,interdépartemental,département,Adj,Nm,pre-suf,interXal,NA,X,motiv-sem,des2as
r51787,interethnique,ethnie,Adj,Nf,pre-suf,interXique,NA,X,motiv-sem,des2as
r51789,intergalactique,galaxie,Adj,Nf,pre-suf,interXique,NA,X,motiv-sem,des2as
r51790,intergouvernemental,gouvernement,Adj,Nm,pre-suf,interXal,NA,X,motiv-sem,des2as
r51797,interministériel,ministère,Adj,Nm,pre-suf,interXel,NA,X,motiv-sem,des2as
r51800,international,nation,Adj,Nf,pre-suf,interXal,NA,X,motiv-sem,des2as
r51806,interprofessionnel,profession,Adj,Nf,pre-suf,interXel,NA,X,motiv-sem,des2as
r51810,interracial,race,Adj,Nf,pre-suf,interXial,NA,X,motiv-sem,des2as
r51820,intersidéral,astre,Adj,Nm,pre-suf,interXal,NA,X,motiv-sem,des2as
r51826,intersubjectif,sujet,Adj,Nm,pre-suf,interXif,NA,X,motiv-sem,des2as
r51829,intertribal,tribu,Adj,Nf,pre-suf,interXal,NA,X,motiv-sem,des2as
r51830,interurbain,ville,Adj,Nf,pre-suf,interXain,NA,X,motiv-sem,des2as
r51833,interventriculaire,ventricule,Adj,Nm,pre-suf,interXaire,NA,X,motiv-sem,des2as
r51834,intervertébral,vertèbre,Adj,Nf,pre-suf,interXal,NA,X,motiv-sem,des2as
r51836,interétatique,état,Adj,Nm,pre-suf,interXique,NA,X,motiv-sem,des2as
r51842,intra-atomique,atome,Adj,Nm,pre-suf,intraXique,NA,X,motiv-sem,des2as
r51843,intra-utérin,utérus,Adj,Nm,pre-suf,intraXin,NA,X,motiv-sem,des2as
r51844,intracardiaque,coeur,Adj,Nm,pre-suf,intraXiaque,NA,X,motiv-sem,des2as
r51845,intracrânien,crâne,Adj,Nm,pre-suf,intraXien,NA,X,motiv-sem,des2as
r51846,intracérébral,cerveau,Adj,Nm,pre-suf,intraXal,NA,X,motiv-sem,des2as
r51847,intradermique,derme,Adj,Nm,pre-suf,intraXique,NA,X,motiv-sem,des2as
r51854,intraoculaire,œil,Adj,Nf,pre-suf,intraXaire,NA,X,motiv-sem,des2as
r51855,intraveineux,veine,Adj,Nf,pre-suf,intraXeux,NA,X,motiv-sem,des2as
r54462,macrotarsien,tarse,Adj,Nm,pre-suf,macroXien,NA,X,motiv-sem,des2as
r56351,monoatomique,atome,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56353,monobasique,base,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56355,monocarpien,fruit,Adj,Nm,pre-suf,monoXien,NA,X,motiv-sem,des2as
r56356,monocarpien,carpe,Adj,Nm,pre-suf,monoXien,NA,X,motiv-sem,des2as
r56357,monochromatique,couleur,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56358,monocinétique,mouvement,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56359,monoclinique,inclinaison,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56360,monoclonal,clone,Adj,Nf,pre-suf,monoXal,NA,X,motiv-sem,des2as
r56365,monocristallin,cristal,Adj,Nm,pre-suf,biXin,NA,X,motiv-sem,des2as
r56367,monoculaire,œil,Adj,Nf,pre-suf,monoXaire,NA,X,motiv-sem,des2as
r56372,monocyclique,cycle,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56377,monocéphalien,tête,Adj,Nf,pre-suf,monoXien,NA,X,motiv-sem,des2as
r56380,monogamique,appariement,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56384,monographique,graphie,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56387,monogénique,gène,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56389,monohydraté,eau,Adj,Nf,pre-suf,monoXé,NA,X,motiv-sem,des2as
r56391,monolithique,pierre,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56392,monologique,loge,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56394,monomicrobien,microbe,Adj,Nm,pre-suf,monoXien,NA,X,motiv-sem,des2as
r56395,monomoléculaire,molécule,Adj,Nf,pre-suf,monoXaire,NA,X,motiv-sem,des2as
r56401,monophasé,phase,Adj,Nf,pre-suf,monoXé,NA,X,motiv-sem,des2as
r56402,monophonique,son,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56414,monosexuel,sexe,Adj,Nm,pre-suf,monoXel,NA,X,motiv-sem,des2as
r56418,monospermique,sperme,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56423,monosyllabique,monosyllabe,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56425,monosémique,sème,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56427,monothéique,dieu,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56428,monothéiste,dieu,Adj,Nm,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r56436,monotonique,ton,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r56442,monotypique,type,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r57142,multi-dimensionnel,dimension,Adj,Nf,pre-suf,multiXel,NA,X,motiv-sem,des2as
r57157,multiculturel,culture,Adj,Nf,pre-suf,multiXel,NA,X,motiv-sem,des2as
r57159,multidigité,doigt,Adj,Nm,pre-suf,multiXé,NA,X,motiv-sem,des2as
r57163,multidirectionnel,direction,Adj,Nf,pre-suf,multiXel,NA,X,motiv-sem,des2as
r57165,multifamilial,famille,Adj,Nf,pre-suf,multiXial,NA,X,motiv-sem,des2as
r57168,multifonctionnel,fonction,Adj,Nf,pre-suf,multiXel,NA,X,motiv-sem,des2as
r57174,multilatéral,côté,Adj,Nm,pre-suf,multiXal,NA,X,motiv-sem,des2as
r57178,multilobé,lobe,Adj,Nm,pre-suf,multiXé,NA,X,motiv-sem,des2as
r57180,multiloculaire,œil,Adj,Nf,pre-suf,multiXaire,NA,X,motiv-sem,des2as
r57181,multimoléculaire,molécule,Adj,Nf,pre-suf,multiXaire,NA,X,motiv-sem,des2as
r57185,multipartite,partie,Adj,Nf,pre-suf,multiXite,NA,X,motiv-sem,des2as
r57191,multiracial,race,Adj,Nf,pre-suf,multiXial,NA,X,motiv-sem,des2as
r57192,multiracial,race,Adj,Nf,pre-suf,multiXal,NA,X,motiv-sem,des2as
r57199,multitubulaire,tubule,Adj,Nm,pre-suf,multiXaire,NA,X,motiv-sem,des2as
r58452,octogonal,angle,Adj,Nm,pre-suf,octoXal,NA,X,motiv-sem,des2as
r58460,octosyllabique,syllabe,Adj,Nf,pre-suf,octoXique,NA,X,motiv-sem,des2as
r58594,omnidirectionnel,direction,Adj,Nf,pre-suf,omniXel,NA,X,motiv-sem,des2as
r59173,panaméricain,Amérique,Adj,Npx,pre-suf,panXain,NA,X,motiv-sem,des2as
r59175,panceltique,Celte,Adj,Npx,pre-suf,panXique,NA,X,motiv-sem,des2as
r59207,panthéiste,dieu,Adj,Nm,pre-suf,panXiste,NA,X,motiv-sem,des2as
r59246,paracéphalien,tête,Adj,Nf,pre-suf,paraXalien,NA,X,motiv-sem,des2as
r59253,paragouvernemental,gouvernement,Adj,Nm,pre-suf,paraXal,NA,X,motiv-sem,des2as
r59265,paramilitaire,armée,Adj,Nf,pre-suf,paraXaire,NA,X,motiv-sem,des2as
r59266,paramédical,médecine,Adj,Nf,pre-suf,paraXal,NA,X,motiv-sem,des2as
r59267,paramétrite,utérus,Nf,Nm,pre-suf,paraXite,NA,X,motiv-sem,des2as
r59274,paranéoplasique,néoplasie,Adj,Nf,pre-suf,paraXique,NA,X,motiv-sem,des2as
r59278,parapsychologique,psychologie,Adj,Nf,pre-suf,paraXique,NA,X,motiv-sem,des2as
r59280,parascolaire,école,Adj,Nf,pre-suf,paraXaire,NA,X,motiv-sem,des2as
r59582,pentagonal,angle,Adj,Nm,pre-suf,pentaXal,NA,X,motiv-sem,des2as
r59591,pentatomique,atome,Adj,Nm,pre-suf,pentaXique,NA,X,motiv-sem,des2as
r59593,pentatonique,ton,Adj,Nm,pre-suf,pentaXique,NA,X,motiv-sem,des2as
r60222,pluridimensionnel,dimension,Adj,Nf,pre-suf,pluriXel,NA,X,motiv-sem,des2as
r60227,plurifonctionnel,fonction,Adj,Nf,pre-suf,pluriXel,NA,X,motiv-sem,des2as
r60228,plurilatéral,côté,Adj,Nm,pre-suf,pluriXal,NA,X,motiv-sem,des2as
r60232,pluripolaire,pôle,Adj,Nm,pre-suf,pluriXé,NA,X,motiv-sem,des2as
r60338,poliomyélite,moelle,Nf,Nf,pre-suf,polyXite,NA,X,motiv-sem,des2as
r60356,poly-sexuel,sexe,Adj,Nf,pre-suf,polyXel,NA,X,motiv-sem,des2as
r60365,polyandrie,caractère mâle,Nf,More,pre-suf,polyXie,NA,X,motiv-sem,des2as
r60367,polyandrique,caractère mâle,Adj,More,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60370,polyatomique,atome,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60371,polybasique,base,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60372,polycamératique,cadran,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60373,polycentrique,centre,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60375,polychromé,couleur,Adj,Nf,pre-suf,polyXé,NA,X,motiv-sem,des2as
r60376,polycyclique,cycle,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60381,polyfonctionnel,fonction,Adj,Nf,pre-suf,polyXel,NA,X,motiv-sem,des2as
r60386,polygamique,appariement,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60391,polygonal,angle,Adj,Nm,pre-suf,polyXal,NA,X,motiv-sem,des2as
r60396,polygraphique,graphie,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60398,polymodal,mode,Adj,Nf,pre-suf,polyXal,NA,X,motiv-sem,des2as
r60401,polymorphique,forme,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60405,polymétallique,métal,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60411,polypeptidique,peptide,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60415,polyphonique,son,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60424,polysynthétique,synthèse,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60425,polysémique,sème,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60426,polysérite,membrane séreuse,Nf,Nf,pre-suf,polyXite,NA,X,motiv-sem,des2as
r60432,polytypique,type,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60433,polyurique,urine,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60435,polyvalvulaire,valvule,Adj,Nf,pre-suf,polyXaire,NA,X,motiv-sem,des2as
r60437,polyvinylique,vinyle,Adj,Nm,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60440,polyzoïque,être vivant,Adj,More,pre-suf,polyXique,NA,X,motiv-sem,des2as
r60555,post-apocalyptique,apocalypse,Adj,Nf,pre-suf,postXique,NA,X,motiv-sem,des2as
r60556,post-hypnotique,hypnose,Adj,Nf,pre-suf,postXique,NA,X,motiv-sem,des2as
r60559,post-natal,naissance,Adj,Nf,pre-suf,postXal,NA,X,motiv-sem,des2as
r60563,post-traumatique,trauma,Adj,Nm,pre-suf,postXique,NA,X,motiv-sem,des2as
r60564,post-victorien,Victoria,Adj,Npx,pre-suf,postXien,NA,X,motiv-sem,des2as
r60567,postdoctoral,doctorat,Adj,Nm,pre-suf,postXal,NA,X,motiv-sem,des2as
r60573,postnatal,naissance,Adj,Nf,pre-suf,postXal,NA,X,motiv-sem,des2as
r60693,pro-occidental,occident,Adj,Nm,pre-suf,proXal,NA,X,motiv-sem,des2as
r60704,prochinois,Chine,Adj,Npx,pre-suf,proXois,NA,X,motiv-sem,des2as
r60762,prosoviétique,URSS,Adj,Npx,pre-suf,proXique,NA,X,motiv-sem,des2as
r60792,provietnamien,Vietnam,Adj,Npx,pre-suf,proXien,NA,X,motiv-sem,des2as
r60841,préadamite,Adam,Nm,Npm,pre-suf,preXite,NA,X,motiv-sem,des2as
r60853,précolombien,Colomb,Adj,Npx,pre-suf,préXien,NA,X,motiv-sem,des2as
r60867,préfrontal,front,Adj,Nm,pre-suf,préXal,NA,X,motiv-sem,des2as
r60872,préhistorique,histoire,Adj,Nf,pre-suf,préXique,NA,X,motiv-sem,des2as
r60874,préindustriel,industrie,Adj,Nf,pre-suf,préXel,NA,X,motiv-sem,des2as
r60878,prémenstruel,menstrues,Adj,Nf,pre-suf,préXel,NA,X,motiv-sem,des2as
r60881,prénatal,naissance,Adj,Nf,pre-suf,préXal,NA,X,motiv-sem,des2as
r60882,prénuptial,mariage,Adj,Nm,pre-suf,préXial,NA,X,motiv-sem,des2as
r60889,préraphaélite,Raphaël,Adj,Npx,pre-suf,préXite,NA,X,motiv-sem,des2as
r60890,préraphaélite,Raphaël,Nm,Npx,pre-suf,preXite,NA,X,motiv-sem,des2as
r60891,préroman,Rome,Adj,Npx,pre-suf,préXan,NA,X,motiv-sem,des2as
r60900,présocratique,Socrate,Adj,Npx,pre-suf,préXique,NA,X,motiv-sem,des2as
r60919,préélectoral,élection,Adj,Nf,pre-suf,préXal,NA,X,motiv-sem,des2as
r61146,périartérite,artère,Nf,Nf,pre-suf,périXite,NA,X,motiv-sem,des2as
r61158,périhépatite,foie,Nf,Nm,pre-suf,périXite,NA,X,motiv-sem,des2as
r61168,périphlébite,veine,Nf,Nf,pre-suf,périXite,NA,X,motiv-sem,des2as
r61171,périsplénite,rate,Nf,Nf,pre-suf,périXite,NA,X,motiv-sem,des2as
r61175,périurbain,ville,Adj,Nf,pre-suf,périXain,NA,X,motiv-sem,des2as
r61176,périviscérite,viscère,Nf,Nm,pre-suf,périXite,NA,X,motiv-sem,des2as
r61290,quadridimensionnel,dimension,Adj,Nf,pre-suf,quadriXel,NA,X,motiv-sem,des2as
r61291,quadridimensionnel,dimension,Adj,Nf,pre-suf,quadriXel,NA,X ,motiv-sem,des2as
r61293,quadriennal,an,Adj,Nm,pre-suf,quadriXal,NA,X,motiv-sem,des2as
r61295,quadriennal,année,Adj,Nf,pre-suf,quadriXal,NA,X ,motiv-sem,des2as
r61297,quadrifolié,feuille,Adj,Nf,pre-suf,quadriXé,NA,X ,motiv-sem,des2as
r61301,quadrilobé,lobe,Adj,Nm,pre-suf,quadriXé,NA,X,motiv-sem,des2as
r61302,quadrilobé,lobe,Adj,Nm,pre-suf,quadriXé,NA,X ,simple,des2as
r61304,quadrimestriel,mois,Adj,Nm,pre-suf,quadriXel,NA,X ,motiv-sem,des2as
r61309,quadripartite,partie,Adj,Nf,pre-suf,quadriXite,NA,X,motiv-sem,des2as
r61424,radiomucite,muqueuse,Nm,Nf,pre-suf,radioXite,NA,X,motiv-sem,des2as
r64615,sous-cutané,peau,Adj,Nf,pre-suf,sousXé,NA,X,motiv-sem,des2as
r64617,sous-marin,mer,Adj,Nf,pre-suf,sousXin,NA,X,motiv-sem,des2as
r64948,sub-aquatique,eau,Adj,Nf,pre-suf,subXique,NA,X,motiv-sem,des2as
r64949,sub-atomique,atome,Adj,Nm,pre-suf,subXique,NA,X,motiv-sem,des2as
r64952,sub-nucléaire,noyau,Adj,Nm,pre-suf,subXaire,NA,X,motiv-sem,des2as
r64953,sub-vocal,voix,Adj,Nf,pre-suf,subXal,NA,X,motiv-sem,des2as
r64954,sub-véhiculaire,véhicule,Adj,Nm,pre-suf,subXaire,NA,X,motiv-sem,des2as
r64957,subaquatique,eau,Adj,Nf,pre-suf,subXique,NA,X,motiv-sem,des2as
r64958,subatomique,atome,Adj,Nm,pre-suf,subXique,NA,X,motiv-sem,des2as
r64959,subbrachien,bras,Adj,Nm,pre-suf,subXien,NA,X,motiv-sem,des2as
r64960,subcarpatique,Carpates,Adj,Npx,pre-suf,subXique,NA,X,motiv-sem,des2as
r64961,subcellulaire,cellule,Adj,Nf,pre-suf,subXaire,NA,X,motiv-sem,des2as
r64975,sublingual,langue,Adj,Nf,pre-suf,subXal,NA,X,motiv-sem,des2as
r64984,suborbital,orbite,Adj,Nf,pre-suf,subXal,NA,X,motiv-sem,des2as
r64989,subsaharien,Sahara,Adj,Nm,pre-suf,subXien,NA,X,motiv-sem,des2as
r64990,subsahélien,Sahel,Adj,Npx,pre-suf,subXien,NA,X,motiv-sem,des2as
r64991,subsonique,son,Adj,Nm,pre-suf,subXique,NA,X,motiv-sem,des2as
r65001,subtropical,tropique,Adj,Nm,pre-suf,subXal,NA,X,motiv-sem,des2as
r65002,suburbain,ville,Adj,Nf,pre-suf,subXain,NA,X,motiv-sem,des2as
r65123,supra-humain,homme,Adj,Nm,pre-suf,supraXain,NA,X,motiv-sem,des2as
r65125,supranational,nation,Adj,Nf,pre-suf,supraXal,NA,X,motiv-sem,des2as
r65127,supranaturel,nature,Adj,Nf,pre-suf,supraXel,NA,X,motiv-sem,des2as
r65130,supraterrestre,Terre,Adj,Npx,pre-suf,supraXestre,NA,X,motiv-sem,des2as
r65136,suranné,an,Adj,Nm,pre-suf,surXé,NA,X,motiv-sem,des2as
