rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r65167,surrénal,rein,Adj,Nm,pre-suf,surXal,NA,X,motiv-sem,des2as
r66383,transafricain,Afrique,Adj,Npx,pre-suf,transXain,NA,X,motiv-sem,des2as
r66384,transalpin,Alpes,Adj,Npx,pre-suf,transXin,NA,X,motiv-sem,des2as
r66385,transamazonien,Amazonie,Adj,Npx,pre-suf,transXien,NA,X,motiv-sem,des2as
r66386,transatlantique,Atlantique,Adj,Npx,pre-suf,transXique,NA,X,motiv-sem,des2as
r66387,transbaïkalien,Baïkal,Adj,Npx,pre-suf,transXien,NA,X,motiv-sem,des2as
r66388,transcanadien,Canada,Adj,Npx,pre-suf,transXien,NA,X,motiv-sem,des2as
r66390,transcontinental,continent,Adj,Nm,pre-suf,transXal,NA,X,motiv-sem,des2as
r66393,transcutané,peau,Adj,Nf,pre-suf,transXé,NA,X,motiv-sem,des2as
r66394,transdermique,derme,Adj,Nm,pre-suf,transXique,NA,X,motiv-sem,des2as
r66396,transgénique,gène,Adj,Nm,pre-suf,transXique,NA,X,motiv-sem,des2as
r66397,transhistorique,histoire,Adj,Nf,pre-suf,transXique,NA,X,motiv-sem,des2as
r66400,transilien,Ile-de-France,Adj,Npx,pre-suf,transXien,NA,X,motiv-sem,des2as
r66407,transjuran,Jura,Adj,Npx,pre-suf,transXan,NA,X,motiv-sem,des2as
r66408,transjuran,Jura,Nm,Npx,pre-suf,transXan,NA,X,motiv-sem,des2as
r66411,translucide,lumière,Adj,Nf,pre-suf,transXide,NA,X,motiv-sem,des2as
r66415,transnational,nation,Adj,Nf,pre-suf,transXal,NA,X,motiv-sem,des2as
r66417,transocéanique,océan,Adj,Nm,pre-suf,transXique,NA,X,motiv-sem,des2as
r66418,transrhénan,Rhin,Adj,Npx,pre-suf,transXan,NA,X,motiv-sem,des2as
r66419,transrhénan,Rhin,Nm,Npx,pre-suf,transXan,NA,X,motiv-sem,des2as
r66420,transsaharien,Sahara,Adj,Npx,pre-suf,transXien,NA,X,motiv-sem,des2as
r66421,transsexuel,sexe,Adj,Nf,pre-suf,transXel,NA,X,motiv-sem,des2as
r66422,transsibérien,Sibérie,Adj,Npx,pre-suf,transXique,NA,X,motiv-sem,des2as
r66423,transuranien,uranium,Adj,Nm,pre-suf,transXien,NA,X,motiv-sem,des2as
r66523,trichroïte,couleur,Adj,Nf,pre-suf,triXite,NA,X,motiv-sem,des2as
r66531,tridimensionnel,dimension,Adj,Nf,pre-suf,triXel,NA,X,motiv-sem,des2as
r66536,triennal,an,Adj,Nm,pre-suf,triXal,NA,X,simple,des2as
r66538,triennal,année,Adj,Nf,pre-suf,triXal,NA,X ,motiv-sem,des2as
r66546,trilatéral,côté,Adj,Nm,pre-suf,triXal,NA,X,simple,des2as
r66552,trilobé,lobe,Adj,Nm,pre-suf,triXé,NA,X,motiv-sem,des2as
r66553,trilobé,lobe,Adj,Nm,pre-suf,triXé,NA,X ,simple,des2as
r66558,trimestriel,mois,Adj,Nm,pre-suf,triXel,NA,X ,motiv-sem,des2as
r66586,tripartite,partie,Adj,Nf,pre-suf,triXite,NA,X,motiv-sem,des2as
r66589,triphasé,phase,Adj,Nf,pre-suf,triXé,NA,X,motiv-sem,des2as
r66590,triphasé,phase,Adj,Nf,pre-suf,triXé,NA,X ,simple,des2as
r66605,trisannuel,année,Adj,Nf,pre-suf,triXel,NA,X ,motiv-sem,des2as
r66613,trithéite,dieu,Nm,Nm,pre-suf,triXite,NA,X,motiv-sem,des2as
r66863,télémétacarpalien,métacarpe,Nm,Nm,pre-suf,téléXalien,NA,X,motiv-sem,des2as
r66864,télémétacarpien,métacarpe,Nm,Nm,pre-suf,téléXien,NA,X,motiv-sem,des2as
r66865,téléostien,os,Nm,Nm,pre-suf,téléXien,NA,X,motiv-sem,des2as
r66866,téléostéen,os,Nm,Nm,pre-suf,téléXéen,NA,X,motiv-sem,des2as
r66907,tétratomique,atome,Adj,Nm,pre-suf,tétraXique,NA,X,motiv-sem,des2as
r66967,ultramondain,monde,Adj,Nm,pre-suf,transXain,NA,X,motiv-sem,des2as
r66968,ultraneptunien,Neptune,Adj,Npx,pre-suf,ultraXien,NA,X,motiv-sem,des2as
r66990,unicuspidé,cuspide,Adj,Nf,pre-suf,uniXé,NA,X,motiv-sem,des2as
r66994,unidimensionnel,dimension,Adj,Nf,pre-suf,uniXel,NA,X,motiv-sem,des2as
r66998,unidirectionnel,direction,Adj,Nf,pre-suf,uniXel,NA,X,motiv-sem,des2as
r67001,unifilaire,fil,Adj,Nm,pre-suf,uniXaire,NA,X,motiv-sem,des2as
r67003,unifolié,feuille,Adj,Nf,pre-suf,uniXé,NA,X,motiv-sem,des2as
r67005,unihoraire,heure,Adj,Nf,pre-suf,uniXaire,NA,X,motiv-sem,des2as
r67008,unijambiste,jambe,Adj,Nf,pre-suf,uniXiste,NA,X,motiv-sem,des2as
r67010,unilatéral,côté,Adj,Nm,pre-suf,uniXal,NA,X,motiv-sem,des2as
r67014,unilobé,lobe,Adj,Nm,pre-suf,uniXé,NA,X,motiv-sem,des2as
r67016,uniloculaire,œil,Adj,Nf,pre-suf,uniXaire,NA,X,motiv-sem,des2as
r67017,unimodal,mode,Adj,Nf,pre-suf,uniXal,NA,X,motiv-sem,des2as
r67019,unimodulaire,module,Adj,Nm,pre-suf,uniXaire,NA,X,motiv-sem,des2as
r67021,uninominal,nom,Adj,Nm,pre-suf,uniXal,NA,X,motiv-sem,des2as
r67026,uniovulaire,ovule,Adj,Nm,pre-suf,uniXaire,NA,X,motiv-sem,des2as
r67031,unipersonnel,personne,Adj,Nf,pre-suf,uniXel,NA,X,motiv-sem,des2as
r67035,uniradiculaire,radicule,Adj,Nf,pre-suf,uniXaire,NA,X,motiv-sem,des2as
r67036,uniramé,rameau,Adj,Nm,pre-suf,uniXé,NA,X,motiv-sem,des2as
r67038,unisexuel,sexe,Adj,Nm,pre-suf,uniXel,NA,X,motiv-sem,des2as
r67040,unisexué,sexe,Adj,Nm,pre-suf,uniXé,NA,X,motiv-sem,des2as
r67051,univitellin,faux jumeau,Adj,More,pre-suf,uniXin,NA,X,motiv-sem,des2as
r67067,uranocircite,cercle,Nf,Nm,pre-suf,uranoXite,NA,X,motiv-sem,des2as
r67068,uranothallite,thallium,Nf,Nm,pre-suf,uranoXite,NA,X,motiv-sem,des2as
r67069,uranothorite,thorium,Nf,Nm,pre-suf,uranoXite,NA,X,motiv-sem,des2as
r68936,écervelé,cervelle,Adj,Nf,pre-suf,éXé,NA,X,motiv-sem,des2as
r69047,éhonté,honte,Adj,Nf,pre-suf,éXé,NA,X,motiv-sem,des2as
r69165,épicrânien,crâne,Adj,Nm,pre-suf,épiXien,NA,X,motiv-sem,des2as
r69180,épilaryngien,larynx,Adj,Nm,pre-suf,épiXien,NA,X,motiv-sem,des2as
r69411,abactérien,bactérie,Adj,Nf,pre-suf,aXien,NA,X,motiv-sem,des2as
r69553,acellulaire,cellule,Adj,Nf,pre-suf,aXaire,NA,X,motiv-sem,des2as
r69602,acranien,crâne,Nm,Nm,pre-suf,aXien,NA,X,motiv-sem,des2as
r69642,acéphalien,tête,Adj,Nf,pre-suf,monoXalien,NA,X,motiv-sem,des2as
r69643,acéphalien,tête,Nm,Nf,pre-suf,monoXalien,NA,X,motiv-sem,des2as
r69763,affidé,foi,Adj,Nf,pre-suf,aXé,NA,X,motiv-sem,des2as
r69787,agelaste,rire,Nm,Nm,pre-suf,aXaste,NA,X,motiv-sem,des2as
r69828,agustite,goût,Nf,Nm,pre-suf,aXite,NA,X,motiv-sem,des2as
r69831,agynien,femme,Nm,Nf,pre-suf,aXien,NA,X,motiv-sem,des2as
r69836,agélaste,rire,Nm,Nm,pre-suf,aXaste,NA,X,motiv-sem,des2as
r70301,amicrobien,microbe,Adj,Nm,pre-suf,aXien,NA,X,motiv-sem,des2as
r70385,anacanthinien,arête,Nm,Nf,pre-suf,aXien,NA,X,motiv-sem,des2as
r70389,anallantoïdien,allantoïde,Nm,Nf,pre-suf,aXien,NA,X,motiv-sem,des2as
r70639,acranien,crâne,Adj,Nm,pre-suf,aXien,NA,X,motiv-sem,des2as
r70649,agynien,femme,Adj,Nf,pre-suf,aXien,NA,X,motiv-sem,des2as
r70671,anacanthinien,arête,Adj,Nf,pre-suf,aXien,NA,X,motiv-sem,des2as
r70672,anallantoïdien,allantoïde,Adj,Nf,pre-suf,aXien,NA,X,motiv-sem,des2as
r70785,bicarbonaté,carbonate,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r70787,bichromaté,couleur,Adj,Nf,pre-suf,biXé,NA,X,motiv-sem,des2as
r70796,bipolarisé,pôle,Adj,Nm,pre-suf,biXarisé,NA,X,motiv-sem,des2as
r70802,bisulfitique,sulfite,Adj,Nm,pre-suf,biXique,NA,X,motiv-sem,des2as
r70805,bivitellin,faux jumeau,Adj,More,pre-suf,biXin,NA,X,motiv-sem,des2as
r71001,dibasique,base,Adj,Nf,pre-suf,diXique,NA,X,motiv-sem,des2as
r71004,dicotylédoné,cotylédon,Adj,Nm,pre-suf,biXé,NA,X,motiv-sem,des2as
r71006,didermique,peau,Adj,Nf,pre-suf,diXique,NA,X,motiv-sem,des2as
r71012,diphasique,phase,Adj,Nf,pre-suf,diXique,NA,X,motiv-sem,des2as
r71502,monocalcique,calcium,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r71503,monoclinal,inclinaison,Adj,Nf,pre-suf,monoXal,NA,X,motiv-sem,des2as
r71504,monocylindrique,cylindre,Adj,Nm,pre-suf,monoXique,NA,X,motiv-sem,des2as
r71506,monoénergétique,énergie,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r71507,monogénétique,genèse,Adj,Nf,pre-suf,monoXique,NA,X,motiv-sem,des2as
r71512,monosexué,sexe,Adj,Nm,pre-suf,monoXé,NA,X,motiv-sem,des2as
r71534,multicentenaire,cent ans,Adj,More,pre-suf,biXaire,NA,X,motiv-sem,des2as
r71701,pluriatomique,atome,Adj,Nm,pre-suf,pluriXique,NA,X,motiv-sem,des2as
r71705,polychloré,chlore,Adj,Nm,pre-suf,polyXé,NA,X,motiv-sem,des2as
r71712,polylobé,lobe,Adj,Nm,pre-suf,polyXé,NA,X,motiv-sem,des2as
r71715,polymultiplié,multiple,Adj,Nm,pre-suf,polyXé,NA,X,motiv-sem,des2as
r71717,polynucléé,noyau,Adj,Nm,pre-suf,polyXé,NA,X,motiv-sem,des2as
r71718,polyphasique,phase,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r71719,polytaxique,taxie,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r71723,polyvitaminique,vitamine,Adj,Nf,pre-suf,polyXique,NA,X,motiv-sem,des2as
r71958,subsahélien,Sahel,Nm,Npx,pre-suf,subXien,NA,X,motiv-sem,des2as
r71986,télémétacarpalien,métacarpe,Adj,Nm,pre-suf,téléXalien,NA,X,motiv-sem,des2as
r71987,télémétacarpien,métacarpe,Adj,Nm,pre-suf,téléXien,NA,X,motiv-sem,des2as
r71991,tétraparental,parent,Adj,Nm,pre-suf,tétraXal,NA,X,motiv-sem,des2as
r72013,transbaïkalien,Baïkal,Nm,Npx,pre-suf,transXien,NA,X,motiv-sem,des2as
r72014,transilien,Ile-de-France,Nm,Npx,pre-suf,transXien,NA,X,motiv-sem,des2as
r72023,ultraneptunien,Neptune,Nm,Npx,pre-suf,ultraXien,NA,X,motiv-sem,des2as
r72025,uniatomique,atome,Adj,Nm,pre-suf,uniXique,NA,X,motiv-sem,des2as
r72805,unibrassiste,bras,Nf,Nm,pre-suf,uniXiste,NA,X,motiv-sem,des2as
r72916,radiocarboniste,carbone,Nf,Nm,pre-suf,radioXiste,NA,X,motiv-sem,des2as
r72952,allocentriste,centre,Adj,Nm,pre-suf,alloXiste,NA,X,motiv-sem,des2as
r72953,allocentriste,centre,Nm,Nm,pre-suf,alloXiste,NA,X,motiv-sem,des2as
r72958,égocentriste,centre,Adj,Nm,pre-suf,égoXiste,NA,X,motiv-sem,des2as
r72959,égocentriste,centre,Nm,Nm,pre-suf,égoXiste,NA,X,motiv-sem,des2as
r72960,géocentriste,centre,Adj,Nm,pre-suf,géoXiste,NA,X,motiv-sem,des2as
r72961,géocentriste,centre,Nm,Nm,pre-suf,géoXiste,NA,X,motiv-sem,des2as
r72962,hétérocentriste,centre,Adj,Nm,pre-suf,hétéroXiste,NA,X,motiv-sem,des2as
r72963,hétérocentriste,centre,Nm,Nm,pre-suf,hétéroXiste,NA,X,motiv-sem,des2as
r72964,carbocentriste,centre,Nm,Nm,pre-suf,carboXiste,NA,X,motiv-sem,des2as
r72965,ethnocentriste,centre,Adj,Nm,pre-suf,ehtnoXiste,NA,X,motiv-sem,des2as
r72966,ethnocentriste,centre,Nm,Nm,pre-suf,ehtnoXiste,NA,X,motiv-sem,des2as
r72967,eurocentriste,centre,Adj,Nm,pre-suf,euroXiste,NA,X,motiv-sem,des2as
r72968,eurocentriste,centre,Nm,Nm,pre-suf,euroXiste,NA,X,motiv-sem,des2as
r72978,bicamériste,chambre,Nf,Nf,pre-suf,biXiste,NA,X,motiv-sem,des2as
r72979,monocaméraliste,chambre,Adj,Nf,pre-suf,monoXaliste,NA,X,motiv-sem,des2as
r72980,monocaméraliste,chambre,Nm,Nf,pre-suf,monoXaliste,NA,X,motiv-sem,des2as
r72981,monocamériste,chambre,Adj,Nf,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r72982,monocamériste,chambre,Nm,Nf,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r73019,antéclaviste,clavier,Nf,Nm,pre-suf,antéXiste,NA,X,motiv-sem,des2as
r73085,anticoniste,con,Nm,Nm,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r73135,anticontagionniste,contagion,Nf,Nf,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r73166,télé-coraniste,coran,Nx,Nm,pre-suf,téléXiste,NA,X,motiv-sem,des2as
r73280,périodontiste,dent,Nf,Nf,pre-suf,périoXiste,NA,X,motiv-sem,des2as
r73302,athéiste,Dieu,Adj,Nm,pre-suf,aXiste,NA,X,motiv-sem,des2as
r73303,athéiste,Dieu,Nm,Nm,pre-suf,aXiste,NA,X,motiv-sem,des2as
r73304,monothéiste,dieu,Adj,Nm,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r73305,monothéiste,dieu,Nm,Nm,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r73306,panthéiste,Dieu,Adj,Npx,pre-suf,panXiste,NA,X,motiv-sem,des2as
r73307,panthéiste,Dieu,Nm,Npx,pre-suf,panXiste,NA,X,motiv-sem,des2as
r73312,pandéiste,Dieu,Adj,Nm,pre-suf,panXiste,NA,X,motiv-sem,des2as
r73313,pandéiste,Dieu,Nm,Nm,pre-suf,panXiste,NA,X,motiv-sem,des2as
r73314,trithéiste,dieu,Adj,Nm,pre-suf,triXiste,NA,X,motiv-sem,des2as
r73315,trithéiste,dieu,Nm,Nm,pre-suf,triXiste,NA,X,motiv-sem,des2as
r73360,coéchangiste,échanger,Nm,V,pre-suf,coXiste,NA,X,motiv-sem,des2as
r73378,hiérogrammatiste,écriture,Nm,Nf,pre-suf,hiéroXiste,NA,X,motiv-sem,des2as
r73478,panpsychiste,esprit,Adj,Nm,pre-suf,panXiste,NA,X,motiv-sem,des2as
r73479,panpsychiste,esprit,Nm,Nm,pre-suf,panXiste,NA,X,motiv-sem,des2as
r73984,non-interventionniste,intervention,Adj,Nf,pre-suf,nonXiste,NA,X,motiv-sem,des2as
r73985,non-interventionniste,intervention,Nm,Nf,pre-suf,nonXiste,NA,X,motiv-sem,des2as
r74046,unijambiste,jambe,Adj,Nf,pre-suf,uniXiste,NA,X,motiv-sem,des2as
r74047,unijambiste,jambe,Nm,Nf,pre-suf,uniXiste,NA,X,motiv-sem,des2as
r74048,nullijambiste,jambe,Nf,Nf,pre-suf,nulliXiste,NA,X,motiv-sem,des2as
r74049,bijambiste,jambe,Nf,Nf,pre-suf,biXiste,NA,X,motiv-sem,des2as
r74102,postkadhafiste,Kadhafi,Adj,Npx,pre-suf,postXiste,NA,X,motiv-sem,des2as
r74103,postkadhafiste,Kadhafi,Nm,Npx,pre-suf,postXiste,NA,X,motiv-sem,des2as
r74330,bimétalliste,métal,Adj,Nm,pre-suf,biXiste,NA,X,motiv-sem,des2as
r74331,bimétalliste,métal,Nm,Nm,pre-suf,biXiste,NA,X,motiv-sem,des2as
r74334,monométalliste,métal,Adj,Nm,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r74335,monométalliste,métal,Nm,Nm,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r74421,altermondialiste,monde,Adj,Nm,pre-suf,alterXialiste,NA,X,motiv-sem,des2as
r74422,altermondialiste,monde,Nm,Nm,pre-suf,alterXialiste,NA,X,motiv-sem,des2as
r74443,amoraliste,morale,Adj,Nf,pre-suf,aXiste,NA,X,motiv-sem,des2as
r74444,amoraliste,morale,Nm,Nf,pre-suf,aXiste,NA,X,motiv-sem,des2as
r74581,hétéronormiste,norme,Adj,Nf,pre-suf,hétéroXiste,NA,X,motiv-sem,des2as
r74582,hétéronormiste,norme,Nm,Nf,pre-suf,hétéroXiste,NA,X,motiv-sem,des2as
r74590,misonéiste,nouveau,Adj,Adj,pre-suf,misoXiste,NA,X,motiv-sem,des2as
r74591,misonéiste,nouveau,Nm,Adj,pre-suf,misoXiste,NA,X,motiv-sem,des2as
r74592,misonéiste,nouveau,Adj,Nm,pre-suf,misoXiste,NA,X,motiv-sem,des2as
r74593,misonéiste,nouveau,Nm,Nm,pre-suf,misoXiste,NA,X,motiv-sem,des2as
r74648,monoculiste,œil,Nm,Nm,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r74673,monogéniste,origine,Adj,Nf,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r74674,monogéniste,origine,Nm,Nf,pre-suf,monoXiste,NA,X,motiv-sem,des2as
r74770,antiparlementariste,parlement,Adj,Nm,pre-suf,antiXariste,NA,X,motiv-sem,des2as
r74771,antiparlementariste,parlement,Nm,Nm,pre-suf,antiXariste,NA,X,motiv-sem,des2as
r74776,mépartiste,part,Nf,Nf,pre-suf,méXiste,NA,X,motiv-sem,des2as
r74816,antipéroniste,Péron,Adj,Npx,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r74817,antipéroniste,Péron,Nm,Npx,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r75118,antiréformiste,réforme,Adj,Nf,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r75119,antiréformiste,réforme,Nm,Nf,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r75262,homoséiste,séisme,Adj,Nm,pre-suf,homoXiste,NA,X,motiv-sem,des2as
r75263,homoséiste,séisme,Nm,Nm,pre-suf,homoXiste,NA,X,motiv-sem,des2as
r75302,autosoliste,seul,Nf,Adj,pre-suf,autoXiste,NA,X,motiv-sem,des2as
r76237,antispéciste,espèce,Adj,Nf,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r76238,antispéciste,espèce,Nm,Nf,pre-suf,antiXiste,NA,X,motiv-sem,des2as
r77233,antispécisme,espèce,Nm,Nf,pre-suf,antiXisme,NA,X,motiv-sem,des2as
r77234,antisyndicalisme,syndicat,Nm,Nm,pre-suf,antiXisme,NA,X,motiv-sem,des2as
r77237,antitabagisme,tabac,Nm,Nm,pre-suf,antiXisme,NA,X,motiv-sem,des2as
r77245,apophlegmatisme,phlegme,Nm,Nm,pre-suf,apoXatisme,NA,X,motiv-sem,des2as
r77248,apragmatisme,action,Nm,Nf,pre-suf,aXisme,NA,X,motiv-sem,des2as
r77251,après-libanisme,Liban,Nm,Npx,pre-suf,aprèsXisme,NA,X,motiv-sem,des2as
r77252,aptyalisme,salive,Nm,Nf,pre-suf,aXisme,NA,X,motiv-sem,des2as
r77272,archesthétisme,sentir,Nm,V,pre-suf,archeXisme,NA,X,motiv-sem,des2as
r77311,asialisme,salive,Nm,Nf,pre-suf,aXisme,NA,X,motiv-sem,des2as
r77325,athéisme,Dieu,Nm,Nm,pre-suf,aXisme,NA,X,motiv-sem,des2as
r77326,athématisme,thème,Nm,Nm,pre-suf,aXatisme,NA,X,motiv-sem,des2as
r77355,autosolisme,seul,Nm,Adj,pre-suf,autoXisme,NA,X,motiv-sem,des2as
r77381,aéro-embolisme,envahir,Nm,V,pre-suf,aéroXisme,NA,X,motiv-sem,des2as
r77383,aéroembolisme,envahir,Nm,V,pre-suf,aéroXisme,NA,X,motiv-sem,des2as
r77384,aérotropisme,diriger,Nm,V,pre-suf,aéroXisme,NA,X,motiv-sem,des2as
r77461,bicaméralisme,chambre,Nm,Nf,pre-suf,biXalisme,NA,X,motiv-sem,des2as
r77462,bicamérisme,chambre,Nm,Nf,pre-suf,biXisme,NA,X,motiv-sem,des2as
r77471,bimétallisme,métal,Nm,Nm,pre-suf,biXisme,NA,X,motiv-sem,des2as
r77473,biocentrisme,centre,Nm,Nm,pre-suf,bioXisme,NA,X,motiv-sem,des2as
r77475,biomorphisme,forme,Nm,Nf,pre-suf,bioXisme,NA,X,motiv-sem,des2as
r77476,biotactisme,déplacer,Nm,V,pre-suf,bioXisme,NA,X,motiv-sem,des2as
r77477,biotropisme,diriger,Nm,V,pre-suf,bioXisme,NA,X,motiv-sem,des2as
r77478,bipartisme,parti,Nm,Nm,pre-suf,biXisme,NA,X,motiv-sem,des2as
r77483,bithématisme,thème,Nm,Nm,pre-suf,biXisme,NA,X,motiv-sem,des2as
r77656,cataglottisme,glotte,Nm,Nf,pre-suf,cataXisme,NA,X,motiv-sem,des2as
r77661,catastérisme,étoile,Nm,Nf,pre-suf,cataXisme,NA,X,motiv-sem,des2as
r77732,cisvestisme,vêtir,Nm,V,pre-suf,cisXisme,NA,X,motiv-sem,des2as
r77908,diastrophisme,tourner,Nm,V,pre-suf,diaXisme,NA,X,motiv-sem,des2as
r77910,dichroïsme,colorer,Nm,V,pre-suf,diXisme,NA,X,motiv-sem,des2as
r77911,diclinisme,sexe,Nm,Nf,pre-suf,diXisme,NA,X,motiv-sem,des2as
r77931,dithéisme,dieu,Nm,Nm,pre-suf,diXisme,NA,X,motiv-sem,des2as
r77963,dysbarisme,pression,Nm,Nf,pre-suf,dysXisme,NA,X,motiv-sem,des2as
r77964,dyschronisme,temps,Nm,Nm,pre-suf,dysXisme,NA,X,motiv-sem,des2as
r77965,dysgrammatisme,grammaire,Nm,Nf,pre-suf,dysXatisme,NA,X,motiv-sem,des2as
r77966,dysinsulinisme,insuline,Nm,Nf,pre-suf,dysXisme,NA,X,motiv-sem,des2as
r77967,dysphémisme,parole,Nm,Nf,pre-suf,dysXisme,NA,X,motiv-sem,des2as
r77993,endomorphisme,forme,Nm,Nf,pre-suf,endoXisme,NA,X,motiv-sem,des2as
r78018,ethnocentrisme,centre,Nm,Nm,pre-suf,ethoXisme,NA,X,motiv-sem,des2as
r78019,euchronisme,temps,Nm,Nm,pre-suf,euXisme,NA,X,motiv-sem,des2as
r78020,eudémonisme,bonheur,Nm,Nm,pre-suf,euXisme,NA,X,motiv-sem,des2as
r78039,exomorphisme,forme,Nm,Nf,pre-suf,exoXisme,NA,X,motiv-sem,des2as
r78040,exorbitisme,orbite,Nm,Nf,pre-suf,exoXisme,NA,X,motiv-sem,des2as
r78240,géocentrisme,centre,Nm,Nm,pre-suf,géoXisme,NA,X,motiv-sem,des2as
r78241,géomorphisme,forme,Nm,Nf,pre-suf,géoXisme,NA,X,motiv-sem,des2as
r78242,géophagisme,manger,Nm,V,pre-suf,géoXisme,NA,X,motiv-sem,des2as
r78243,géotactisme,déplacer,Nm,V,pre-suf,géoXisme,NA,X,motiv-sem,des2as
r78244,géotaxisme,taxi,Nm,Nm,pre-suf,géoXisme,NA,X,motiv-sem,des2as
r78245,géotropisme,diriger,Nm,V,pre-suf,géoXisme,NA,X,motiv-sem,des2as
r78332,hydroclimatisme,climat,Nm,Nm,pre-suf,hydroXisme,NA,X,motiv-sem,des2as
r78333,hydromorphisme,forme,Nm,Nf,pre-suf,hydroXisme,NA,X,motiv-sem,des2as
r78334,hydrotactisme,déplacer,Nm,V,pre-suf,hydroXisme,NA,X,motiv-sem,des2as
r78335,hydrothermalisme,température,Nm,Nf,pre-suf,hydroXalisme,NA,X,motiv-sem,des2as
r78336,hydrothermalisme,thermal,Nm,Adj,pre-suf,hydroXisme,NA,X,motiv-sem,des2as
r78337,hydrotropisme,diriger,Nm,V,pre-suf,hydroXisme,NA,X,motiv-sem,des2as
r78339,hygrotropisme,diriger,Nm,V,pre-suf,hygroXisme,NA,X,motiv-sem,des2as
r78340,hylomorphisme,forme,Nm,Nf,pre-suf,hyloXisme,NA,X,motiv-sem,des2as
r78341,hylozoïsme,vie,Nm,Nf,pre-suf,hyloXisme,NA,X,motiv-sem,des2as
r78342,hylémorphisme,forme,Nm,Nf,pre-suf,hyléXisme,NA,X,motiv-sem,des2as
r78343,hyperbarisme,pression,Nm,Nf,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r78345,hyperfolliculinisme,folliculine,Nm,Nf,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r78346,hypergénitalisme,génital,Nm,Adj,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r78347,hyperinsulinisme,insuline,Nm,Nf,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r78348,hyperpituitarisme,pituite,Nm,Nf,pre-suf,hyperXarisme,NA,X,motiv-sem,des2as
r78349,hypersplénisme,rate,Nm,Nf,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r78350,hyperthymisme,humeur,Nm,Nf,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r78351,hyperthyroïdisme,thyroïde,Nm,Nf,pre-suf,hyperXisme,NA,X,motiv-sem,des2as
r78353,hypoandrisme,homme,Nm,Nm,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78354,hypobarisme,pression,Nm,Nf,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78355,hypofolliculinisme,folliculine,Nm,Nf,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78356,hypogonadisme,gonade,Nm,Nf,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78357,hypogynisme,femme,Nm,Nf,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78358,hypogénitalisme,génital,Nm,Adj,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78359,hypopituitarisme,pituite,Nm,Nf,pre-suf,hypoXarisme,NA,X,motiv-sem,des2as
r78360,hyposplénisme,rate,Nm,Nf,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78361,hypothyroïdisme,thyroïde,Nm,Nf,pre-suf,hypoXisme,NA,X,motiv-sem,des2as
r78373,héliocentrisme,centre,Nm,Nm,pre-suf,hélioXisme,NA,X,motiv-sem,des2as
r78374,héliotropisme,diriger,Nm,V,pre-suf,hélioXisme,NA,X,motiv-sem,des2as
r78382,hétérocentrisme,centre,Nm,Nm,pre-suf,hétéroXisme,NA,X,motiv-sem,des2as
r78383,hétérochronisme,temps,Nm,Nm,pre-suf,hétéroXisme,NA,X,motiv-sem,des2as
r78386,hétéronormisme,norme,Nm,Nf,pre-suf,hétéroXisme,NA,X,motiv-sem,des2as
r78452,infra-poétisme,poésie,Nm,Nf,pre-suf,infraXisme,NA,X,motiv-sem,des2as
r78454,inhominalisme,homme,Nm,Nm,pre-suf,inXalisme,NA,X,motiv-sem,des2as
r78456,innumérisme,nombre,Nm,Nm,pre-suf,inXisme,NA,X,motiv-sem,des2as
