rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r79699,stahlianisme,Stahl,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79713,straussianisme,Strauss,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79757,swedenborgianisme,Swedenborg,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79775,syrianisme,Syrie,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79808,séthianisme,Seth,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79881,totalitarianisme,totalitaire,Nm,Adj,suf,Xianisme,NA,X,motiv-sem,des2as
r79887,toulousianisme,Toulouse,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79927,trévoltianisme,Trévoux,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79931,tunisianisme,Tunisie,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79985,valencianisme,Valence,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r79986,valentinianisme,Valentin,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80011,virgilianisme,Virgile,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80018,vitruvianisme,Vitruve,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80024,voltairianisme,Voltaire,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80050,wagnérianisme,Wagner,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80060,weberianisme,Weber,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80084,zoroastrianisme,Zoroastre,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80089,zwinglianisme,Zvingle,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80090,zwinglianisme,Zwingli,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80115,égyptianisme,Egypte,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80131,épicurianisme,Epicure,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80145,érasmianisme,Erasme,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80189,acadianisme,Acadie,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80245,algérianisme,Algérie,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80263,alsacianisme,Alsace,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80574,corrégianisme,Corrège,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80577,crocianisme,Croce,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80593,dannunzianisme,D'Annunzio,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80624,engelsianisme,Engels,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80638,extropianisme,extropie,Nm,Nf,suf,Xianisme,NA,X,motiv-sem,des2as
r80656,fichtianisme,Fichte,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80681,fébronianisme,Febronius,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80690,gardnérianisme,Gardner,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80786,lassallianisme,Lassalle,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r80879,oedipianisme,oedipe,Nm,Nm,suf,Xianisme,NA,X,motiv-sem,des2as
r80990,rastafarianisme,Ras Tafari,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r81004,russellianisme,Russell,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r81013,sabellianisme,Sabelius,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r81041,schellinguianisme,Schelling,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r81052,sergianisme,Serge,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r81063,smithianisme,Smith,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r81085,terrianisme,terre,Nm,Nm,suf,Xianisme,NA,X,motiv-sem,des2as
r81169,érastianisme,Erastos,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r81189,althussérianisme,Althusser,Nm,Npx,suf,Xianisme,NA,X,motiv-sem,des2as
r77751,coexistentialisme,coexistence,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r77764,colonialisme,colonie,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r77766,commercialisme,commerce,Nm,Nm,suf,Xialisme,NA,X,motiv-sem,des2as
r77916,différentialisme,différence,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r78012,essentialisme,essence,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r78056,familialisme,famille,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r78425,impérialisme,empire,Nm,Nm,suf,Xialisme,NA,X,motiv-sem,des2as
r78442,industrialisme,industrie,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r78577,justicialisme,justice,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r78779,matérialisme,matière,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r78783,maximalisme,maximum,Nm,Nm,suf,Xialisme,NA,X,motiv-sem,des2as
r78799,mercurialisme,mercure,Nm,Nm,suf,Xialisme,NA,X,motiv-sem,des2as
r78816,ministérialisme,ministère,Nm,Nm,suf,Xialisme,NA,X,motiv-sem,des2as
r78842,mondialisme,monde,Nm,Nm,suf,Xialisme,NA,X,motiv-sem,des2as
r79379,providentialisme,providence,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r79381,provincialisme,province,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r79477,racialisme,race,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r79718,substantialisme,substance,Nm,Nf,suf,Xialisme,NA,X,motiv-sem,des2as
r79839,territorialisme,territoire,Nm,Nm,suf,Xialisme,NA,X,motiv-sem,des2as
r77341,austriacisme,Autriche,Nm,Npx,suf,Xiacisme,NA,X,motiv-sem,des2as
r80126,énergétisme,énergie,Nm,Nf,suf,Xétisme,NA,X,motiv-sem,des2as
r80601,dissentérisme,dissident,Nm,Adj,suf,Xérisme,NA,X,motiv-sem,des2as
r80602,dissentérisme,dissident,Nm,Nm,suf,Xérisme,NA,X,motiv-sem,des2as
r77699,chilenisme,Chili,Nm,Npx,suf,Xenisme,NA,X,motiv-sem,des2as
r77270,archangélisme,archange,Nm,Nm,suf,Xélisme,NA,X,motiv-sem,des2as
r77285,aristotélisme,Aristote,Nm,Npx,suf,Xélisme,NA,X,motiv-sem,des2as
r77284,aristotélicisme,Aristote,Nm,Npx,suf,Xélicisme,NA,X,motiv-sem,des2as
r77283,aristotélicianisme,Aristote,Nm,Npx,suf,Xélicianisme,NA,X,motiv-sem,des2as
r78031,européanisme,Europe,Nm,Npx,suf,Xéanisme,NA,X,motiv-sem,des2as
r78377,héraclitéanisme,Héraclite,Nm,Npx,suf,Xéanisme,NA,X,motiv-sem,des2as
r80866,nietzschéanisme,Nietzsche,Nm,Npx,suf,Xéanisme,NA,X,motiv-sem,des2as
r77363,auvergnatisme,Auvergne,Nm,Npx,suf,Xatisme,NA,X,motiv-sem,des2as
r77689,charismatisme,charisme,Nm,Nm,suf,Xatisme,NA,X,motiv-sem,des2as
r77722,chromatisme,couleur,Nm,Nf,suf,Xatisme,NA,X,motiv-sem,des2as
r77669,cellularisme,cellule,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r77768,communautarisme,communauté,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r78109,fragmentarisme,fragment,Nm,Nm,suf,Xarisme,NA,X,motiv-sem,des2as
r78216,groupuscularisme,groupuscule,Nm,Nm,suf,Xarisme,NA,X,motiv-sem,des2as
r78811,militarisme,armée,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r78812,millénarisme,millenium,Nm,Nm,suf,Xarisme,NA,X,motiv-sem,des2as
r78875,monétarisme,monnaie,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79028,nécessitarisme,nécessité,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79099,ovarisme,œuf,Nm,Nm,suf,Xarisme,NA,X,motiv-sem,des2as
r79168,parlementarisme,parlement,Nm,Nm,suf,Xarisme,NA,X,motiv-sem,des2as
r79332,popularisme,peuple,Nm,Nm,suf,Xarisme,NA,X,motiv-sem,des2as
r79549,réglementarisme,réglementer,Nm,V,suf,Xarisme,NA,X,motiv-sem,des2as
r79556,révolutionarisme,révolution,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79559,révolutionnarisme,révolution,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79572,sanitarisme,santé,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79780,sécuritarisme,sécurité,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79911,trinitarisme,trinité,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79958,uniformitarisme,uniformité,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79964,unitarisme,unité,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79978,utilitarisme,utilité,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r80022,volontarisme,volonté,Nm,Nf,suf,Xarisme,NA,X,motiv-sem,des2as
r79963,unitarianisme,unité,Nm,Nf,suf,Xarianisme,NA,X,motiv-sem,des2as
r78995,nissardisme,Nice,Nm,Npx,suf,Xardisme,NA,X,motiv-sem,des2as
r79590,savoyardisme,Savoie,Nm,Npx,suf,Xardisme,NA,X,motiv-sem,des2as
r77807,contestantisme,contester,Nm,V,suf,Xantisme,NA,X,motiv-sem,des2as
r77190,antillanisme,Antilles,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r77436,belgicanisme,Belgique,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r77864,cubanisme,Cuba,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78112,franciscanisme,François,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78676,lusitanisme,portugais,Nm,Adj,suf,Xanisme,NA,X,motiv-sem,des2as
r78677,lusitanisme,portugais,Nm,Nm,suf,Xanisme,NA,X,motiv-sem,des2as
r78679,luthéranisme,Luther,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78721,maghrébanisme,Maghreb,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78736,mahométanisme,Mahomet,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78771,marocanisme,Maroc,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78805,mexicanisme,Mexique,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78891,mozambicanisme,Mozambique,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r78950,napolitanisme,Naples,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r79550,républicanisme,république,Nm,Nf,suf,Xanisme,NA,X,motiv-sem,des2as
r79866,tibétanisme,Tibet,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r79884,toulousanisme,Toulouse,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r79969,urbanisme,ville,Nm,Nf,suf,Xanisme,NA,X,motiv-sem,des2as
r80023,voltairanisme,Voltaire,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r80062,wesleyanisme,Wesley,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r80217,africanisme,Afrique,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r80286,américanisme,Amérique,Nm,Npx,suf,Xanisme,NA,X,motiv-sem,des2as
r77636,cantonalisme,canton,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r77668,causalisme,cause,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77675,centralisme,centre,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r77767,communalisme,commune,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77774,comportementalisme,comportement,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r77790,congrégationalisme,congrégation,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77801,constitutionalisme,constitution,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77802,constitutionnalisme,constitution,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77808,continentalisme,continent,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r77811,conventionalisme,convention,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77812,conventionnalisme,convention,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77868,culturalisme,culture,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77928,distributionalisme,distribution,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77929,distributionnalisme,distribution,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77936,doctrinalisme,doctrine,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r77996,environnementalisme,environnement,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r78045,expérimentalisme,expérience,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78050,factionnalisme,faction,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78052,fainéantisme,fainéant,Nm,Adj,suf,Xalisme,NA,X,motiv-sem,des2as
r78053,fainéantisme,fainéant,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r78097,fonctionalisme,fonction,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78100,fonctionnalisme,fonction,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78102,fondamentalisme,fondement,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r78104,formalisme,forme,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78211,gouvernementalisme,gouvernement,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r78396,idéalisme,idée,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78462,institutionalisme,institution,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78463,institutionnalisme,institution,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78464,instrumentalisme,instrument,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r78466,insurrectionnalisme,insurrection,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78470,intentionalisme,intention,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78471,intentionnalisme,intention,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78639,libéralisme,liberté,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78696,légalisme,loi,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78814,minimalisme,minimum,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r78831,modalisme,mode,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r78900,musicalisme,musique,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78933,méridionalisme,Midi,Nm,Npx,suf,Xalisme,NA,X,motiv-sem,des2as
r78956,nationalisme,nation,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78959,naturalisme,nature,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78971,neutralisme,neutre,Nm,Adj,suf,Xalisme,NA,X,motiv-sem,des2as
r79002,nominalisme,nom,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r79061,occidentalisme,Occident,Nm,Npx,suf,Xalisme,NA,X,motiv-sem,des2as
r79084,orientalisme,Orient,Nm,Npx,suf,Xalisme,NA,X,motiv-sem,des2as
r79204,personnalisme,personne,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79236,physicalisme,physique,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79246,phénoménalisme,phénomène,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r79378,provençalisme,Provence,Nm,Npx,suf,Xalisme,NA,X,motiv-sem,des2as
r79531,royalisme,roi,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r79547,régionalisme,région,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79565,sacerdotalisme,prêtre,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r79661,sociétalisme,société,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79715,structuralisme,structure,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79893,traditionalisme,tradition,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79894,traditionnalisme,tradition,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79896,transcendantalisme,transcendance,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79907,tribalisme,tribu,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r79913,triomphalisme,triomphe,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r80125,émotionalisme,émotion,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r80136,épiphénoménalisme,épiphénomène,Nm,Nm,suf,Xalisme,NA,X,motiv-sem,des2as
r80197,actionnalisme,action,Nm,Nf,suf,Xalisme,NA,X,motiv-sem,des2as
r78691,lyonnaisisme,Lyon,Nm,Npx,suf,Xaisisme,NA,X,motiv-sem,des2as
r80318,anglaisisme,Angeterre,Nm,Npx,suf,Xaisisme,NA,X,motiv-sem,des2as
r79977,utilitairisme,utilité,Nm,Nf,suf,Xairisme,NA,X,motiv-sem,des2as
r79962,unitairianisme,unité,Nm,Nf,suf,Xairianisme,NA,X,motiv-sem,des2as
r79976,utilitairianisme,utilité,Nm,Nf,suf,Xairianisme,NA,X,motiv-sem,des2as
r80994,rhotacisme,rho,Nm,Nm,suf,Xacisme,NA,X,motiv-sem,des2as
