rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r8449,dissertateur,dissertatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r8450,dissertateur,dissertation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8451,dissertateur,dissertatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8453,dissertateur,disserteur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r8454,dissertateur,disserteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8456,dissertatif,dissertation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r8457,dissertatif,dissertatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r8459,dissertatif,disserteur,Adj,Nm,suf,Xif,suf,Xeur,simple,indirect
r8460,dissertatif,disserteuse,Adj,Nf,suf,Xif,suf,Xeuse,simple,indirect
r8461,dissertation,dissertatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r8463,dissertation,disserteur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r8464,dissertation,disserteuse,Nf,Nf,suf,Xion,suf,Xeuse,simple,indirect
r8466,dissertatrice,disserteur,Nf,Nm,suf,Xrice,suf,Xeur,simple,indirect
r8467,dissertatrice,disserteuse,Nf,Nf,suf,Xrice,suf,Xeuse,simple,indirect
r8469,disserteur,disserteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8472,dissimulateur,dissimulation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8473,dissimulateur,dissimulatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8475,dissimulation,dissimulatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r8479,dissipateur,dissipation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8480,dissipateur,dissipatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8483,dissipation,dissipatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r8486,dissociateur,dissociatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r8487,dissociateur,dissociation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8492,dissolutif,dissolution,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r8502,disséminateur,dissémination,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8503,disséminateur,disséminatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8504,disséminateur,disséminement,Nm,Nm,suf,Xeur,suf,Xment,simple,indirect
r8506,dissémination,disséminatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r8507,dissémination,disséminement,Nf,Nm,suf,Xion,suf,Xment,simple,indirect
r8509,disséminatrice,disséminement,Nf,Nm,suf,Xrice,suf,Xment,simple,indirect
r8513,disséquement,disséqueur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r8515,disséqueur,disséqueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8526,distillateur,distillation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8528,distillateur,distilleur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r8529,distillateur,distilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8531,distillation,distilleur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r8532,distillation,distilleuse,Nf,Nf,suf,Xion,suf,Xeuse,simple,indirect
r8535,distilleur,distilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8541,distracteur,distractif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r8542,distracteur,distraction,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8547,distrayeur,distrayeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8553,distributeur,distributif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r8554,distributeur,distribution,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8555,distributeur,distributrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8557,distributif,distributrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r8558,distribution,distributrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r8563,divagateur,divagation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8571,divertissement,divertisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r8574,divinateur,divination,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8575,divinateur,divinatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8577,divination,divinatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r8583,diviseur,division,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8591,divulgateur,divulgation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8592,divulgateur,divulgatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8610,docteur,doctorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r8611,docteur,doctoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r8612,docteur,doctrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8627,documentariste,documentariat,Nm,Nm,suf,Xiste,suf,Xat,simple,indirect
r8629,dodelinage,dodelinement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r8642,dogmatiseur,dogmatiseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8676,dominateur,domination,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8677,dominateur,dominatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r8679,domination,dominatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r8686,dompteur,dompteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8691,donation,donatrice,Nf,Nf,NA,X,suf,Xrice,simple,indirect
r8695,donneur,donneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8703,dorage,doreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r8704,dorage,doreuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r8706,doreur,doreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8708,dorlotage,dorlotement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r8710,dorlotage,dorloteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r8711,dorlotage,dorloteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r8713,dorlotement,dorloteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r8714,dorlotement,dorloteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r8716,dorloteur,dorloteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8718,dormeur,dormeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8726,dosage,doseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r8727,dosage,doseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r8731,doseur,doseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8746,doublage,doubleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r8747,doublage,doubleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r8753,doubleur,doubleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8765,doucheur,doucheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8779,douteur,douteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8791,drageonnage,drageonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r8801,dragueur,dragueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8823,dressage,dresseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r8826,dresseur,dresseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8830,dribbleur,dribbleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8883,dupeur,dupeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8887,duplicateur,duplicatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r8888,duplicateur,duplication,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r8891,duplicatif,duplication,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r8903,durcissement,durcisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r8904,durcissement,durcisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r8906,durcisseur,durcisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8918,dynamitage,dynamiteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r8921,dynamiteur,dynamiteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8969,déambulation,déambulement,Nf,Nm,suf,Xion,suf,Xment,simple,indirect
r8973,débagoulage,débagouleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r8974,débagoulage,débagouleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r8976,débagouleur,débagouleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r8979,déballage,déballement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r8981,déballage,déballeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r8984,déballement,déballeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r8988,débandage,débandement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r8992,débarbouillage,débarbouillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r8994,débarbouillage,débarbouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r8996,débarbouillement,débarbouilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r8999,débardage,débardeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9000,débardage,débardeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9002,débardeur,débardeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9004,débarquage,débarquement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9013,débauchage,débaucheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9014,débauchage,débaucheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9017,débaucheur,débaucheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9029,débinage,débineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9030,débinage,débineuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9034,débineur,débineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9039,débitage,débiteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9040,débitage,débiteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9043,débiteur,débiteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9044,débiteur,débitif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r9045,débiteur,débitrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r9048,débitif,débitrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r9062,déboisage,déboisement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9064,déboisage,déboiseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9066,déboisement,déboiseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9069,débondage,débondement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9078,débouchage,débouchement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9080,débouchage,déboucheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9083,débouchement,déboucheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9094,déboulonnage,déboulonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9099,débourrage,débourrement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9101,débourrage,débourreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9102,débourrage,débourreuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9104,débourrement,débourreur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9105,débourrement,débourreuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9107,débourreur,débourreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9114,déboutonnage,déboutonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9117,déboîtage,déboîtement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9120,débraillage,débraillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9130,débrouillage,débrouillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9132,débrouillage,débrouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9133,débrouillage,débrouilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9136,débrouillement,débrouilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9137,débrouillement,débrouilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9139,débrouilleur,débrouilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9142,débroussaillage,débroussaillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9144,débroussaillage,débroussailleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9145,débroussaillage,débroussailleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9147,débroussaillement,débroussailleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9148,débroussaillement,débroussailleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9150,débroussailleur,débroussailleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9164,débâchement,débâcheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9166,débâclage,débâclement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9168,débâclage,débâcleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9172,débâclement,débâcleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9178,décachetage,décacheteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9179,décachetage,décacheteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9181,décacheteur,décacheteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9202,décalâbrage,décalâbreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9208,décantage,décantement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9210,décantage,décanteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9211,décantation,décantement,Nf,Nm,suf,Xion,suf,Xment,simple,indirect
r9213,décantation,décanteur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r9215,décantement,décanteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9219,décapage,décapeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9240,décarrage,décarrement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9251,décatissage,décatissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9252,décatissage,décatisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9253,décatissage,décatisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9255,décatissement,décatisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9256,décatissement,décatisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9258,décatisseur,décatisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9268,décentrage,décentration,Nm,Nf,suf,Xage,suf,Xion,simple,indirect
r9271,décentralisateur,décentralisation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9272,décentralisateur,décentralisatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r9274,décentralisation,décentralisatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r9284,décervelage,décerveleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9291,déchargement,déchargeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9297,déchaumage,déchaumeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9298,déchaumage,déchaumeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9300,déchaumeur,déchaumeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9302,déchaussage,déchaussement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9308,déchiffrage,déchiffrement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9310,déchiffrage,déchiffreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9311,déchiffrage,déchiffreuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9313,déchiffrement,déchiffreur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9314,déchiffrement,déchiffreuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9316,déchiffreur,déchiffreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9319,déchiquetage,déchiqueteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9320,déchiquetage,déchiqueteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9322,déchiqueteur,déchiqueteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9325,déchirage,déchirement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9327,déchirage,déchireur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9329,déchirement,déchireur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9333,déchristianisateur,déchristianisation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9334,déchristianisateur,déchristianisatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r9336,déchristianisation,déchristianisatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r9342,décimateur,décimation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9354,déclamateur,déclamatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r9355,déclamateur,déclamation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9356,déclamateur,déclamatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r9359,déclamatif,déclamation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r9360,déclamatif,déclamatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r9362,déclamation,déclamatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r9376,déclenchement,déclencheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9382,déclinateur,déclination,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9383,déclinateur,déclinement,Nm,Nm,suf,Xeur,suf,Xment,simple,indirect
r9385,déclinateur,déclineur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r9386,déclination,déclinement,Nf,Nm,suf,Xion,suf,Xment,simple,indirect
r9388,déclination,déclineur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r9390,déclinement,déclineur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9396,déclouage,déclouement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9401,décochage,décochement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9413,décollage,décollement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9415,décollage,décolleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9418,décollement,décolleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9420,décolletage,décolleteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9421,décolletage,décolleteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9423,décolleteur,décolleteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9438,décompositeur,décomposition,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9442,décompresseur,décompressif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r9443,décompresseur,décompression,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9447,décompressif,décompression,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r9459,décongestif,décongestion,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r9481,décorateur,décoratif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r9482,décorateur,décoration,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9483,décorateur,décoratrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r9486,décoratif,décoratrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r9487,décoration,décoratrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r9500,découpage,découpeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9501,découpage,découpeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9505,découpeur,découpeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9507,découplage,découplement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9514,décourageateur,décourageatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r9518,découragement,décourageur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9519,découragement,décourageuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9521,décourageur,décourageuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9530,décrassage,décrassement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9532,décrassage,décrasseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9534,décrassement,décrasseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9543,décrochage,décrochement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9545,décrochage,décrocheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9547,décrochement,décrocheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9553,décrottage,décrotteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9554,décrottage,décrotteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9556,décrotteur,décrotteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9566,décryptage,décryptement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9568,décryptage,décrypteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9570,décryptement,décrypteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9600,dédaigneur,dédaigneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9610,dédouanage,dédouanement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9617,déducteur,déductif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r9618,déducteur,déduction,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9626,défaiseur,défaiseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9635,défectif,défection,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r9640,défenestration,défenestreur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r9645,défenseur,défensif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r9652,défeuillage,défeuillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9659,défibrage,défibreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9663,défibrillateur,défibrillation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9673,défilage,défilement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9679,définiteur,définitif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r9680,définiteur,définition,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9683,déflagrateur,déflagration,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9687,déflegmateur,déflegmation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9692,déflorateur,défloration,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9700,défoncement,défonceur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9701,défoncement,défonceuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9703,défonceur,défonceuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9705,défonceuse,défonçage,Nf,Nm,suf,Xeuse,suf,Xage,simple,indirect
r9713,défournage,défournement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9720,défrichage,défrichement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9722,défrichage,défricheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9723,défrichage,défricheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9725,défrichement,défricheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9726,défrichement,défricheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9728,défricheur,défricheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9731,défrisage,défrisement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9743,défécateur,défécation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r9752,dégarnissage,dégarnissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9756,dégauchissage,dégauchissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9757,dégauchissage,dégauchisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9759,dégauchissement,dégauchisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9762,dégazage,dégazeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9772,dégermage,dégermeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9773,dégermage,dégermeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9775,dégermeur,dégermeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9777,dégingandage,dégingandement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9781,dégivrage,dégivreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9789,déglingué,Déglinguette,Adj,Npx,suf,Xé,suf,Xette,simple,indirect
r9800,dégonflage,dégonflement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9802,dégonflage,dégonfleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9803,dégonflage,dégonfleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9806,dégonflement,dégonfleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9807,dégonflement,dégonfleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9810,dégonfleur,dégonfleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r9812,dégorgeage,dégorgement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r9814,dégorgeage,dégorgeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r9815,dégorgeage,dégorgeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r9817,dégorgement,dégorgeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r9818,dégorgement,dégorgeuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r9820,dégorgeur,dégorgeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
