rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r10,annihilateur,annihilation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r11,annihilateur,annihilement,Nm,Nm,suf,Xeur,suf,Xment,simple,indirect
r13,annihilation,annihilement,Nf,Nm,suf,Xion,suf,Xment,simple,indirect
r22,annonciateur,annonciation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r23,annonciateur,annonciatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r25,annonciation,annonciatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r38,annulatif,annulation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r112,anti-impérialiste,impérialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,simple,indirect
r115,anti-infectieux,infection,Adj,Nf,pre-suf,antiXeux,suf,Xion,simple,indirect
r311,antiimpérialiste,impérialisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,simple,indirect
r329,antiministérialiste,ministérialisme,Adj,Nm,pre-suf,antiXisme,suf,Xisme,simple,indirect
r521,antiterroriste,terrorisme,Adj,Nm,pre-suf,antiXiste,suf,Xisme,simple,indirect
r582,aoûtement,aoûteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r595,aperceptif,aperception,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r613,aplaigneur,aplaigneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r616,aplaneur,aplaneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r620,aplanissement,aplanisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r621,aplanissement,aplanisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r623,aplanisseur,aplanisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r627,aplatissage,aplatissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r628,aplatissage,aplatisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r630,aplatissement,aplatisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r651,apothicaire,apothicat,Nm,Nm,suf,Xaire,suf,Xat,simple,indirect
r658,appareillage,appareillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r660,appareillage,appareilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r661,appareillage,appareilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r663,appareillement,appareilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r664,appareillement,appareilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r667,appareilleur,appareilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r669,apparentage,apparentement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r685,appellatif,appellation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r692,applaudissement,applaudisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r695,applicateur,application,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r702,appointage,appointement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r710,apporteur,apporteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r717,apprivoisement,apprivoiseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r719,approbateur,approbation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r720,approbateur,approbatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r723,approbation,approbatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r726,approchage,approchement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r733,approfondissement,approfondisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r737,appropriatif,appropriation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r742,approvisionnement,approvisionneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r747,appréciateur,appréciatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r748,appréciateur,appréciation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r749,appréciateur,appréciatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r752,appréciatif,appréciation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r753,appréciatif,appréciatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r754,appréciation,appréciatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r763,apprêtage,apprêteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r764,apprêtage,apprêteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r767,apprêteur,apprêteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r776,appétitif,appétition,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r814,arbousier,arbutaie,Nm,Nf,suf,Xier,suf,Xaie,simple,indirect
r855,archiviste,archivat,Nm,Nm,suf,Xiste,suf,Xat,simple,indirect
r884,arganier,arganaie,Nm,Nf,suf,Xier,suf,Xaie,simple,indirect
r886,argentage,argentement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r888,argentage,argenteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r889,argentage,argenteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r890,argentation,argentement,Nf,Nm,suf,Xion,suf,Xment,simple,indirect
r892,argentation,argenteur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r893,argentation,argenteuse,Nf,Nf,suf,Xion,suf,Xeuse,simple,indirect
r895,argentement,argenteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r896,argentement,argenteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r900,argenteur,argenteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r909,argotage,argoteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r916,argumentateur,argumentation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r918,argumentateur,argumenteur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r920,argumentation,argumenteur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r940,armement,armeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r952,arnaqueur,arnaqueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r961,arpentage,arpentement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r963,arpentage,arpenteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r964,arpentage,arpenteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r966,arpentement,arpenteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r967,arpentement,arpenteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r969,arpenteur,arpenteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r977,arrachage,arrachement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r979,arrachage,arracheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r980,arrachage,arracheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r982,arrachement,arracheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r983,arrachement,arracheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r985,arracheur,arracheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r989,arrangeage,arrangement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r991,arrangeage,arrangeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r992,arrangement,arrangeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1000,arrimage,arrimeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1001,arrimage,arrimeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1003,arrimeur,arrimeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1011,arrondissage,arrondissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1012,arrondissage,arrondisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1013,arrondissage,arrondisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1015,arrondissement,arrondisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1016,arrondissement,arrondisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1019,arrondisseur,arrondisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1024,arrosage,arroseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1025,arrosage,arroseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1027,arrosement,arroseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1030,arroseur,arroseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1035,arrêtage,arrêteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1071,arçonnage,arçonneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1072,arçonnage,arçonneuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1074,arçonneur,arçonneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1111,aspergement,aspergeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1120,aspersement,asperseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1134,aspirateur,aspiratif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r1135,aspirateur,aspiration,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r1145,assaisonnement,assaisonneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1150,assassinement,assassineur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1151,assassinement,assassineuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1153,assassineur,assassineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1156,assemblage,assembleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1157,assemblage,assembleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1159,assemblement,assembleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1161,assembleur,assembleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1171,asservissement,asservisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1172,asservissement,asservisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1174,asservisseur,asservisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1184,assignataire,assignation,Adj,Nf,suf,Xaire,suf,Xion,simple,indirect
r1189,assimilateur,assimilatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r1190,assimilateur,assimilation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r1191,assimilateur,assimilatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r1194,assimilatif,assimilation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r1195,assimilatif,assimilatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r1197,assimilation,assimilatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r1203,assistant,assistorat,Nm,Nm,suf,Xant,suf,Xorat,simple,indirect
r1206,assisté,assistanat,Nm,Nm,suf,Xé,suf,Xanat,simple,indirect
r1218,assombrissement,assombrisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1222,assommage,assommeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1224,assommement,assommeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1227,assomptif,assomption,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r1233,assortissement,assortisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1234,assortissement,assortisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1236,assortisseur,assortisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1254,asséchage,assécheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1262,asticotage,asticoteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1263,asticoter,Astiquette,V,Npx,suf,Xoter,suf,Xette,simple,indirect
r1268,astiquage,astiqueur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1274,astrictif,astriction,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r1282,astrologie,Astrolette,Nf,Npx,suf,Xlogie,suf,Xette,simple,indirect
r1306,atermoiement,atermoyeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1336,attachage,attachement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1338,attachage,attacheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1339,attachage,attacheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1342,attachement,attacheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1343,attachement,attacheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1346,attacheur,attacheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1368,atterrissage,atterrissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1372,attifage,attifement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1374,attifage,attifeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1375,attifage,attifeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1377,attifement,attifeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1378,attifement,attifeuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1381,attifeur,attifeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1391,attouchement,attoucheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1400,attrapage,attrapeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1401,attrapage,attrapeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1405,attrapeur,attrapeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1412,attributif,attribution,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r1443,auditeur,auditif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r1444,auditeur,audition,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r1445,auditeur,auditrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r1447,auditif,auditrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r1457,augmentateur,augmentatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r1458,augmentateur,augmentation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r1459,augmentateur,augmentatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r1462,augmentatif,augmentation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r1463,augmentatif,augmentatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r1465,augmentation,augmentatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r1481,aunage,auneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1493,auscultateur,auscultation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r1501,auteur,autrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r1503,authentificateur,authentification,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r1504,authentificateur,authentificatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r1506,authentification,authentificatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r1580,autostoppeur,autostoppeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1593,auxiliaire,auxiliat,Nm,Nm,,Xaire,suf,Xat,simple,indirect
r1600,avalage,avalement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1602,avalage,avaleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1603,avalage,avaleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1605,avalement,avaleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1606,avalement,avaleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1608,avaleur,avaleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1625,aventurier,aventuriat,Nm,Nm,suf,Xier,suf,Xiat,simple,indirect
r1628,avertissement,avertisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1636,avilissement,avilisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1639,avion,aviette,Nm,Nf,suf,Xon,suf,Xette,simple,indirect
r1646,avitaillement,avitailleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1647,avitaillement,avitailleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1649,avitailleur,avitailleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1652,avivage,aviveur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1653,avivage,aviveuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1655,avivement,aviveur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1656,avivement,aviveuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1658,aviveur,aviveuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1671,avortement,avorteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1672,avortement,avorteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1674,avorteur,avorteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1705,aérateur,aération,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r1728,babillage,babillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1730,babillage,babilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1731,babillage,babilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1733,babillement,babilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1734,babillement,babilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1738,babilleur,babilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1746,bachelier,bachelette,Nm,Nf,suf,Xier,suf,Xette,simple,indirect
r1753,bachotage,bachoteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1754,bachotage,bachoteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1757,bachoteur,bachoteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1775,badigeonnage,badigeonneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1778,badinage,badineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1784,bafouage,bafouement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1786,bafouage,bafoueur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1788,bafouement,bafoueur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1790,bafouillage,bafouillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1792,bafouillage,bafouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1793,bafouillage,bafouilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1796,bafouillement,bafouilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1797,bafouillement,bafouilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1799,bafouilleur,bafouilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1831,baigneur,baigneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1838,bailleur,bailleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1845,baisement,baiseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1849,baiseur,baiseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1856,baissement,baisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1870,baladeur,baladeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1877,balancement,balanceur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1887,balayage,balayeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1888,balayage,balayeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1892,balayeur,balayeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1896,balbutieur,balbutieuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1903,balisage,baliseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1931,ballottage,ballottement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r1933,ballottage,ballotteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r1934,ballottage,ballotteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r1936,ballottement,ballotteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r1937,ballottement,ballotteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r1939,ballotteur,ballotteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1947,balocheur,balocheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r1960,bambocheur,bambocheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2018,banquetage,banqueteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2038,baragouinage,baragouineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2039,baragouinage,baragouineuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2041,baragouineur,baragouineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2049,baratineur,baratineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2051,barattage,barattement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2053,barattage,baratteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2054,barattage,baratteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2057,barattement,baratteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2059,baratteur,baratteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2062,barbarerie,barbariser,Nf,V,suf,Xerie,suf,Xiser,simple,indirect
r2074,barbotage,barbotière,Nm,Nf,suf,Xage,suf,Xière,simple,indirect
r2075,barbotage,barbotement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2077,barbotage,barboteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2078,barbotage,barboteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2081,barbotement,barboteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2082,barbotement,barboteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2084,barboteur,barboteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2090,barbouillage,barbouillement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2092,barbouillage,barbouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2093,barbouillage,barbouilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2096,barbouillement,barbouilleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2097,barbouillement,barbouilleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2100,barbouilleur,barbouilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2107,bardage,bardeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2122,barguignage,barguigneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2123,barguignage,barguigneuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2125,barguigneur,barguigneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2138,baroudeur,Baroudette,Nm,Npx,suf,Xeur,suf,Xette,simple,indirect
r2145,barreur,barreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2170,basculage,basculeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2184,basketteur,basketteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2199,bassinage,bassinement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2219,batailleur,batailleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2226,batelage,bateleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2227,batelage,bateleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2230,bateleur,bateleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2236,batifolage,batifoleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2237,batifolage,batifoleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2239,batifoleur,batifoleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2247,batteur,batteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2258,bavachage,bavachement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2270,bavette,bavinette,Nf,Nf,suf,Xette,suf,Xinette,simple,indirect
r2272,baveur,baveuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2276,bavochage,bavocheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2284,bayeur,bayeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2287,bazardage,bazardement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2289,bazardage,bazardeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2291,bazardement,bazardeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2303,becquetage,becqueteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2305,becquotage,becquoteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2340,bercement,berceur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2341,bercement,berceuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r2344,berceur,berceuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2357,bernement,berneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2371,beuglage,beugleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2389,biaiseur,biaiseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2396,bibelotage,bibeloteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2397,bibelotage,bibeloteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2399,bibeloteur,bibeloteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r2409,bibliothécaire,bibliothécat,Nm,Nm,suf,Xaire,suf,Xat,simple,indirect
r2419,bichonnage,bichonneuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r2442,biffage,biffement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2472,billonnage,billonnement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2474,billonnage,billonneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r2476,billonnement,billonneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r2484,binage,binement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r2486,binage,bineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
