rid,lid_1,graph_1,lid_2,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r15545,l210937,gueux,l210925,gueuser,Nm,V,conv,X,conv,X,simple,NA
r15550,l210989,guide,l210994,guider,Nm,V,conv,X,conv,X,simple,NA
r15564,l211123,guillemet,l211126,guillemeter,Nm,V,conv,X,conv,X,simple,NA
r15570,l211164,guilloche,l211165,guillocher,Nf,V,conv,X,conv,X,simple,NA
r15574,l211187,guillotine,l211189,guillotiner,Nf,V,conv,X,conv,X,simple,NA
r15579,l211211,guimbarde,l211212,guimbarder,Nf,V,conv,X,conv,X,simple,NA
r15581,l211224,guimpe,l211225,guimper,Nf,V,conv,X,conv,X,simple,NA
r15584,l211236,guinche,l211238,guincher,Nf,V,conv,X,conv,X,simple,NA
r15595,l211339,guirlande,l211340,guirlander,Nf,V,conv,X,conv,X,simple,NA
r15605,l211632,gué,l211649,guéer,Nm,V,conv,X,conv,X,simple,NA
r15613,l211755,guêpe,l211756,guêper,Nf,V,conv,X,conv,X,simple,NA
r15617,l211762,guêtre,l211763,guêtrer,Nf,V,conv,X,conv,X,simple,NA
r15621,l211793,gymnastique,l211795,gymnastiquer,Nf,V,conv,X,conv,X,simple,NA
r15638,l211991,gâche,l211993,gâcher,Nf,V,conv,X,conv,X,simple,NA
r15648,l212084,géhenne,l212085,géhenner,Nf,V,conv,X,conv,X,simple,NA
r15650,l212101,gélatine,l212102,gélatiner,Nf,V,conv,X,conv,X,simple,NA
r15725,l212768,gêne,l212769,gêner,Nf,V,conv,X,conv,X,simple,NA
r15730,l212784,gîte,l212785,gîter,Nm,V,conv,X,conv,X,simple,NA
r15742,l212875,habit,l212862,habiller,Nm,V,conv,X,conv,X,simple,NA
r15744,l212883,habitat,l212886,habiter,Nm,V,conv,X,NA,X,simple,des2as
r15748,l212928,hache,l212934,hacher,Nf,V,conv,X,conv,X,simple,NA
r15764,l213220,haleine,l213221,haleiner,Nf,V,conv,X,conv,X,simple,NA
r15777,l213409,halte,l213411,halter,Nf,V,conv,X,conv,X,simple,NA
r15780,l213495,hameçon,l213497,hameçonner,Nm,V,conv,X,conv,X,simple,NA
r15781,l213577,hanche,l213579,hancher,Nf,V,conv,X,conv,X,simple,NA
r15783,l213598,handicap,l213600,handicaper,Nm,V,conv,X,conv,X,simple,NA
r15785,l213654,hanneton,l213658,hannetonner,Nm,V,conv,X,conv,X,simple,NA
r15796,l213785,happe,l213796,happer,Nf,V,conv,X,conv,X,simple,NA
r15801,l213834,harangue,l213835,haranguer,Nf,V,conv,X,conv,X,simple,NA
r15809,l213905,harde,l213912,harder,Nf,V,conv,X,conv,X,simple,NA
r15818,l214001,hargne,l214002,hargner,Nf,V,conv,X,conv,X,simple,NA
r15823,l214059,harmonie,l214061,harmonier,Nf,V,conv,X,conv,X,simple,NA
r15832,l214122,harpe,l214126,harper,Nf,V,conv,X,conv,X,simple,NA
r15837,l214141,harpon,l214144,harponner,Nm,V,conv,X,conv,X,simple,NA
r15844,l214220,hasard,l214221,hasarder,Nm,V,conv,X,conv,X,simple,NA
r15848,l214326,hauban,l214328,haubaner,Nm,V,conv,X,conv,X,simple,NA
r15891,l215309,herbe,l215319,herber,Nf,V,conv,X,conv,X,simple,NA
r15914,l215525,hermine,l215527,herminer,Nf,V,conv,X,conv,X,simple,NA
r15931,l215671,herse,l215679,herser,Nf,V,conv,X,conv,X,simple,NA
r15937,l215856,heurt,l215864,heurter,Nm,V,conv,X,conv,X,simple,NA
r15949,l216048,high-life,l216055,highlifer,Nm,V,conv,X,conv,X,simple,NA
r15971,l216458,histoire,l216493,historier,Nf,V,conv,X,conv,X,simple,NA
r15988,l216543,hiver,l215993,hiberner,Nm,V,conv,X,conv,X,simple,NA
r15989,l216543,hiver,l216554,hiverner,Nm,V,conv,X,conv,X,simple,NA
r16082,l217377,honneur,l217403,honorer,Nm,V,conv,X,conv,X,simple,NA
r16087,l217456,hoquet,l217457,hoqueter,Nm,V,conv,X,conv,X,simple,NA
r16093,l217492,horizon,l217494,horizonner,Nm,V,conv,X,conv,X,simple,NA
r16099,l217516,hormone,l217518,hormoner,Nf,V,conv,X,conv,X,simple,NA
r16120,l217734,hotte,l217739,hotter,Nf,V,conv,X,conv,X,simple,NA
r16127,l217770,houblon,l217772,houblonner,Nm,V,conv,X,conv,X,simple,NA
r16132,l217818,houe,l217824,houer,Nf,V,conv,X,conv,X,simple,NA
r16138,l217870,houle,l217873,houler,Nf,V,conv,X,conv,X,simple,NA
r16142,l217914,houppe,l217917,houpper,Nf,V,conv,X,conv,X,simple,NA
r16146,l217936,hourd,l217938,hourder,Nm,V,conv,X,conv,X,simple,NA
r16152,l217985,housse,l217990,housser,Nf,V,conv,X,conv,X,simple,NA
r16165,l218234,huile,l218239,huiler,Nf,V,conv,X,conv,X,simple,NA
r16202,l218612,hussard,l218614,hussarder,Nm,V,conv,X,conv,X,simple,NA
r16204,l218652,hutte,l218661,hutter,Nf,V,conv,X,conv,X,simple,NA
r16207,l218677,huée,l218199,huer,Nf,V,conv,X,NA,X,simple,des2as
r16320,l219566,hyperplasie,l219567,hyperplasier,Nf,V,conv,X,conv,X,simple,NA
r16337,l219686,hypertrophie,l219687,hypertrophier,Nf,V,conv,X,conv,X,simple,NA
r16402,l220172,hâle,l220173,hâler,Nm,V,conv,X,conv,X,simple,NA
r16403,l220178,hâte,l220181,hâter,Nf,V,conv,X,conv,X,simple,NA
r16408,l220220,héberge,l220223,héberger,Nf,V,conv,X,conv,X,simple,NA
r16473,l220973,héron,l220981,héronner,Nm,V,conv,X,conv,X,simple,NA
r16568,l221823,idée,l221826,idéer,Nf,V,conv,X,conv,X,simple,NA
r16601,l222224,illusion,l222229,illusionner,Nf,V,conv,X,conv,X,simple,NA
r16614,l222324,image,l222328,imager,Nf,V,conv,X,conv,X,simple,NA
r16649,l222470,immatricule,l222471,immatriculer,Nf,V,conv,X,conv,X,simple,NA
r16675,l222650,impact,l222654,impacter,Nm,V,conv,X,conv,X,simple,NA
r16689,l222814,implant,l222820,implanter,Nm,V,conv,X,conv,X,simple,NA
r16709,l222880,import,l222892,importer,Nm,V,conv,X,conv,X,simple,NA
r16723,l222945,impression,l222954,impressionner,Nf,V,conv,X,conv,X,simple,NA
r16761,l223174,impôt,l222905,imposer,Nm,V,conv,X,conv,X,simple,NA
r16787,l223498,incendie,l223499,incendier,Nm,V,conv,X,conv,X,simple,NA
r16789,l223555,incident,l223560,incidenter,Nm,V,conv,X,conv,X,simple,NA
r16825,l223879,incruste,l223881,incruster,Nf,V,conv,X,conv,X,simple,NA
r16845,l223984,index,l223988,indexer,Nm,V,conv,X,conv,X,simple,NA
r16881,l224333,indulgence,l224334,indulgencier,Nf,V,conv,X,conv,X,simple,NA
r16896,l224714,infiltrat,l224716,infiltrer,Nm,V,conv,X,NA,X,simple,des2as
r16920,l224796,influence,l224797,influencer,Nf,V,conv,X,conv,X,simple,NA
r16994,l225271,injure,l225272,injurier,Nf,V,conv,X,conv,X,simple,NA
r17019,l225465,inquisition,l225466,inquisitionner,Nf,V,conv,X,conv,X,simple,NA
r17033,l225568,insert,l225905,insérer,Nm,V,conv,X,NA,X,simple,des2as
r17083,l225750,institut,l225749,instituer,Nm,V,conv,X,NA,X,simple,des2as
r17107,l225784,instrument,l225798,instrumenter,Nm,V,conv,X,conv,X,simple,NA
r17123,l225849,insulte,l225850,insulter,Nf,V,conv,X,conv,X,simple,NA
r17142,l225912,intaille,l225913,intailler,Nf,V,conv,X,conv,X,simple,NA
r17143,l225912,intaille,l225913,intailler,Nf,V,conv,X,NA,X,simple,des2as
r17157,l225977,intention,l225988,intentionner,Nf,V,conv,X,conv,X,simple,NA
r17250,l226382,interprète,l226391,interpréter,Nf,V,conv,X,NA,X,simple,des2as
r17251,l226383,interprète,l226391,interpréter,Nm,V,conv,X,conv,X,simple,NA
r17291,l226537,interview,l226541,interviewer,Nf,V,conv,X,conv,X,simple,NA
r17313,l226736,intrigue,l226737,intriguer,Nf,V,conv,X,conv,X,simple,NA
r17348,l226904,intérêt,l226880,intéresser,Nm,V,conv,X,conv,X,simple,NA
r17354,l226959,invective,l226960,invectiver,Nf,V,conv,X,conv,X,simple,NA
r17357,l226965,inventaire,l226978,inventorier,Nm,V,conv,X,conv,X,simple,NA
r17388,l227051,invite,l227053,inviter,Nf,V,conv,X,conv,X,simple,NA
r17403,l227193,iode,l227195,ioder,Nm,V,conv,X,conv,X,simple,NA
r17414,l227411,iris,l227417,iriser,Nm,V,conv,X,conv,X,simple,NA
r17450,l227975,isolat,l227985,isoler,Nm,V,conv,X,NA,X,simple,des2as
r17482,l228200,issue,l228168,issir,Nf,V,conv,X,NA,X,simple,des2as
r17495,l228466,ivrogne,l228467,ivrogner,Nm,V,conv,X,conv,X,simple,NA
r17500,l228565,jable,l228566,jabler,Nm,V,conv,X,conv,X,simple,NA
r17503,l228575,jabot,l228578,jaboter,Nm,V,conv,X,conv,X,simple,NA
r17515,l228600,jacasse,l228602,jacasser,Nf,V,conv,X,conv,X,simple,NA
r17525,l228611,jachère,l228612,jachérer,Nf,V,conv,X,conv,X,simple,NA
r17539,l228827,jalon,l228833,jalonner,Nm,V,conv,X,conv,X,simple,NA
r17548,l228869,jambe,l228872,jamber,Nf,V,conv,X,conv,X,simple,NA
r17564,l229024,japon,l229047,japonner,Nm,V,conv,X,conv,X,simple,NA
r17582,l229081,jardin,l229087,jardiner,Nm,V,conv,X,conv,X,simple,NA
r17589,l229116,jargon,l229122,jargonner,Nm,V,conv,X,conv,X,simple,NA
r17597,l229167,jarret,l229170,jarreter,Nm,V,conv,X,conv,X,simple,NA
r17608,l229236,jaspe,l229237,jasper,Nm,V,conv,X,conv,X,simple,NA
r17609,l229240,jaspin,l229244,jaspiner,Nm,V,conv,X,conv,X,simple,NA
r17619,l229295,jauge,l229297,jauger,Nf,V,conv,X,conv,X,simple,NA
r17636,l229403,javelle,l229398,javeler,Nf,V,conv,X,conv,X,simple,NA
r17640,l229657,jerk,l229658,jerker,Nm,V,conv,X,conv,X,simple,NA
r17641,l229680,jet,l229686,jeter,Nm,V,conv,X,conv,X,simple,NA
r17650,l229714,jeté,l229686,jeter,Nm,V,conv,X,NA,X,simple,des2as
r17651,l229715,jetée,l229686,jeter,Nf,V,conv,X,NA,X,simple,des2as
r17653,l229716,jeu,l230275,jouer,Nm,V,conv,X,conv,X,simple,NA
r17656,l229762,jeûne,l229763,jeûner,Nm,V,conv,X,conv,X,simple,NA
r17662,l229945,joint,l229942,joindre,Nm,V,conv,X,conv,X,simple,NA
r17663,l229945,joint,l229949,jointer,Nm,V,conv,X,conv,X,simple,NA
r17674,l230021,jonc,l230033,joncer,Nm,V,conv,X,conv,X,simple,NA
r17723,l230389,joute,l230393,jouter,Nf,V,conv,X,conv,X,simple,NA
r17732,l230547,juchée,l230541,jucher,Nf,V,conv,X,NA,X,simple,des2as
r17743,l230650,juge,l230660,juger,Nm,V,conv,X,conv,X,simple,NA
r17776,l230959,jupe,l230962,juper,Nf,V,conv,X,conv,X,simple,NA
r17792,l231066,jus,l231179,juter,Nm,V,conv,X,conv,X,simple,NA
r17793,l231135,justice,l231148,justicier,Nf,V,conv,X,conv,X,simple,NA
r17872,l232748,klaxon,l232751,klaxonner,Nm,V,conv,X,conv,X,simple,NA
r17876,l232812,knout,l232813,knouter,Nm,V,conv,X,conv,X,simple,NA
r17890,l233676,labour,l233684,labourer,Nm,V,conv,X,conv,X,simple,NA
r17915,l234386,laie,l237093,layer,Nf,V,conv,X,conv,X,simple,NA
r17918,l234409,laine,l234410,lainer,Nf,V,conv,X,conv,X,simple,NA
r17924,l234439,lais,l234454,laisser,Nm,V,conv,X,conv,X,simple,NA
r17925,l234452,laisse,l234454,laisser,Nf,V,conv,X,conv,X,simple,NA
r17927,l234488,laiton,l234490,laitonner,Nm,V,conv,X,conv,X,simple,NA
r17931,l234690,lambin,l234694,lambiner,Nm,V,conv,X,conv,X,simple,NA
r17935,l234714,lambris,l234717,lambrisser,Nm,V,conv,X,conv,X,simple,NA
r17937,l234741,lame,l234784,lamer,Nf,V,conv,X,conv,X,simple,NA
r17960,l234875,lampas,l234877,lampasser,Nm,V,conv,X,conv,X,simple,NA
r17966,l234931,lampée,l234891,lamper,Nf,V,conv,X,NA,X,simple,des2as
r17968,l234970,lance,l235000,lancer,Nf,V,conv,X,conv,X,simple,NA
r17970,l234999,lancer,l235000,lancer,Nm,V,conv,X,conv,X,simple,NA
r17982,l235032,lancée,l235000,lancer,Nf,V,conv,X,NA,X,simple,des2as
r17993,l235269,lange,l235286,langer,Nm,V,conv,X,conv,X,simple,NA
r18007,l235587,lansquine,l235588,lansquiner,Nf,V,conv,X,conv,X,simple,NA
r18009,l235608,lanterne,l235611,lanterner,Nf,V,conv,X,conv,X,simple,NA
r18025,l235812,lapin,l235819,lapiner,Nm,V,conv,X,conv,X,simple,NA
r18031,l235905,laque,l235908,laquer,Nf,V,conv,X,conv,X,simple,NA
r18036,l235968,lard,l235971,larder,Nm,V,conv,X,conv,X,simple,NA
r18043,l236059,larme,l236063,larmer,Nf,V,conv,X,conv,X,simple,NA
r18058,l236147,larron,l236151,larronner,Nm,V,conv,X,conv,X,simple,NA
r18068,l236242,lasagne,l236243,lasagner,Nf,V,conv,X,conv,X,simple,NA
r18078,l236505,latte,l236506,latter,Nf,V,conv,X,conv,X,simple,NA
r18083,l236718,laurier,l236707,laurer,Nm,V,conv,X,conv,X,simple,NA
r18106,l237170,laïus,l237171,laïusser,Nm,V,conv,X,conv,X,simple,NA
r18130,l237366,legs,l243871,léguer,Nm,V,conv,X,conv,X,simple,NA
r18147,l237829,lessive,l237831,lessiver,Nf,V,conv,X,conv,X,simple,NA
r18154,l237845,lest,l237858,lester,Nm,V,conv,X,conv,X,simple,NA
r18161,l237926,lettre,l237930,lettrer,Nf,V,conv,X,conv,X,simple,NA
r18172,l238084,leurre,l238085,leurrer,Nm,V,conv,X,conv,X,simple,NA
r18175,l238130,lever,l238131,lever,Nm,V,conv,X,conv,X,simple,NA
r18184,l238196,levé,l238131,lever,Nm,V,conv,X,NA,X,simple,des2as
r18185,l238200,levée,l238131,lever,Nf,V,conv,X,NA,X,simple,des2as
r18203,l238352,liard,l238353,liarder,Nm,V,conv,X,conv,X,simple,NA
r18226,l238554,licence,l238559,licencier,Nf,V,conv,X,conv,X,simple,NA
r18230,l238578,liche,l238589,licher,Nf,V,conv,X,conv,X,simple,NA
r18245,l238801,lift,l238802,lifter,Nm,V,conv,X,conv,X,simple,NA
r18250,l238821,ligature,l238822,ligaturer,Nf,V,conv,X,conv,X,simple,NA
r18253,l238856,ligne,l238858,ligner,Nf,V,conv,X,conv,X,simple,NA
r18257,l238951,ligot,l238954,ligoter,Nm,V,conv,X,conv,X,simple,NA
r18260,l238969,ligue,l238970,liguer,Nf,V,conv,X,conv,X,simple,NA
r18264,l239026,lilas,l239031,lilasser,Nm,V,conv,X,conv,X,simple,NA
r18269,l239111,limande,l239114,limander,Nf,V,conv,X,conv,X,simple,NA
r18274,l239147,lime,l239154,limer,Nf,V,conv,X,conv,X,simple,NA
r18288,l239192,limite,l239193,limiter,Nf,V,conv,X,conv,X,simple,NA
r18297,l239253,limon,l239266,limoner,Nm,V,conv,X,conv,X,simple,NA
r18313,l239425,lingot,l239427,lingoter,Nm,V,conv,X,conv,X,simple,NA
r18316,l239442,lingue,l239443,linguer,Nm,V,conv,X,conv,X,simple,NA
r18324,l239554,linéament,l239556,linéamenter,Nm,V,conv,X,conv,X,simple,NA
r18369,l239793,lisse,l239797,lisser,Nf,V,conv,X,NA,X,simple,des2as
r18379,l239819,liste,l239823,lister,Nf,V,conv,X,conv,X,simple,NA
r18387,l239845,lit,l239858,liter,Nm,V,conv,X,conv,X,simple,NA
r18400,l239972,litre,l239973,litrer,Nm,V,conv,X,conv,X,simple,NA
r18402,l240007,littérature,l240008,littératurer,Nf,V,conv,X,conv,X,simple,NA
r18414,l240221,liège,l240241,liéger,Nm,V,conv,X,conv,X,simple,NA
r18417,l240297,lob,l240315,lober,Nm,V,conv,X,conv,X,simple,NA
r18435,l240425,lock-out,l240426,lock-outer,Nm,V,conv,X,conv,X,simple,NA
r18436,l240432,lockout,l240433,lockouter,Nm,V,conv,X,conv,X,simple,NA
r18448,l240580,lof,l240581,lofer,Nm,V,conv,X,conv,X,simple,NA
r18450,l240601,loge,l240614,loger,Nf,V,conv,X,conv,X,simple,NA
r18475,l241360,loquet,l241362,loqueter,Nm,V,conv,X,conv,X,simple,NA
r18490,l241569,losange,l241574,losanger,Nm,V,conv,X,conv,X,simple,NA
r18493,l241605,lot,l241641,lotir,Nm,V,conv,X,conv,X,simple,NA
r18495,l241637,lotion,l241639,lotionner,Nf,V,conv,X,conv,X,simple,NA
r18528,l241901,loup,l241912,louper,Nm,V,conv,X,conv,X,simple,NA
r18532,l241908,loupe,l241912,louper,Nf,V,conv,X,conv,X,simple,NA
r18541,l242099,louve,l242119,louver,Nf,V,conv,X,conv,X,simple,NA
r18563,l242616,luge,l242618,luger,Nf,V,conv,X,conv,X,simple,NA
r18577,l242836,lunch,l242838,luncher,Nm,V,conv,X,conv,X,simple,NA
r18578,l242845,lune,l242868,luner,Nf,V,conv,X,conv,X,simple,NA
r18591,l243179,lustre,l243180,lustrer,Nm,V,conv,X,conv,X,simple,NA
r18593,l243190,lut,l243193,luter,Nm,V,conv,X,conv,X,simple,NA
r18598,l243224,lutin,l243227,lutiner,Nm,V,conv,X,conv,X,simple,NA
r18603,l243244,lutte,l243248,lutter,Nf,V,conv,X,conv,X,simple,NA
r18631,l243594,lyse,l243595,lyser,Nf,V,conv,X,conv,X,simple,NA
r18638,l243640,lâcher,l243641,lâcher,Nm,V,conv,X,conv,X,simple,NA
r18643,l243656,lèche,l243729,lécher,Nf,V,conv,X,conv,X,simple,NA
r18645,l243686,lève,l238131,lever,Nf,V,conv,X,conv,X,simple,NA
r18669,l243813,légende,l243814,légender,Nf,V,conv,X,conv,X,simple,NA
r18694,l244156,lésine,l244157,lésiner,Nf,V,conv,X,conv,X,simple,NA
r18709,l244261,lézard,l244267,lézarder,Nm,V,conv,X,conv,X,simple,NA
r18719,l244539,machicot,l244541,machicoter,Nm,V,conv,X,conv,X,simple,NA
r18735,l244559,machine,l244561,machiner,Nf,V,conv,X,conv,X,simple,NA
r18747,l244663,macque,l244665,macquer,Nm,V,conv,X,conv,X,simple,NA
r18770,l244826,macule,l244827,maculer,Nf,V,conv,X,conv,X,simple,NA
r18811,l245386,magouille,l245388,magouiller,Nf,V,conv,X,conv,X,simple,NA
r18824,l245599,maille,l245609,mailler,Nf,V,conv,X,conv,X,simple,NA
r18841,l245708,mainmise,l245707,mainmettre,Nf,V,conv,X,NA,X,simple,des2as
r18881,l246546,malléine,l246548,malléiner,Nf,V,conv,X,conv,X,simple,NA
r18886,l246661,malt,l246672,malter,Nm,V,conv,X,conv,X,simple,NA
r18895,l246795,maléfice,l246798,maléficier,Nm,V,conv,X,conv,X,simple,NA
r18944,l247187,mandrin,l247190,mandriner,Nm,V,conv,X,conv,X,simple,NA
r18957,l247302,manger,l247303,manger,Nm,V,conv,X,conv,X,simple,NA
r18978,l247418,manigance,l247419,manigancer,Nf,V,conv,X,conv,X,simple,NA
r18979,l247439,manille,l247441,maniller,Nf,V,conv,X,conv,X,simple,NA
r18989,l247494,manière,l247502,maniérer,Nf,V,conv,X,conv,X,simple,NA
r18998,l247556,manoeuvre,l247559,manoeuvrer,Nf,V,conv,X,conv,X,simple,NA
r18999,l247557,manoeuvre,l247559,manoeuvrer,Nm,V,conv,X,conv,X,simple,NA
r19004,l247586,manoque,l247587,manoquer,Nf,V,conv,X,conv,X,simple,NA
r19005,l247619,manque,l247621,manquer,Nm,V,conv,X,conv,X,simple,NA
r19012,l247762,manucure,l247763,manucurer,Nm,V,conv,X,NA,X,simple,des2as
r19020,l247794,manutention,l247799,manutentionner,Nf,V,conv,X,conv,X,simple,NA
r19025,l247836,manège,l247842,manéger,Nm,V,conv,X,conv,X,simple,NA
r19027,l247885,mappe,l247889,mapper,Nf,V,conv,X,conv,X,simple,NA
r19029,l247905,maquereau,l247909,maquereauter,Nm,V,conv,X,conv,X,simple,NA
r19032,l247918,maquette,l247919,maquetter,Nf,V,conv,X,conv,X,simple,NA
r19033,l247924,maquignon,l247928,maquignonner,Nm,V,conv,X,conv,X,simple,NA
r19045,l247948,marabout,l247950,marabouter,Nm,V,conv,X,conv,X,simple,NA
r19051,l248052,maraude,l248053,marauder,Nf,V,conv,X,conv,X,simple,NA
r19059,l248115,marbre,l248116,marbrer,Nm,V,conv,X,conv,X,simple,NA
r19068,l248217,marchand,l248221,marchander,Nm,V,conv,X,conv,X,simple,NA
r19081,l248436,marcotte,l248437,marcotter,Nf,V,conv,X,conv,X,simple,NA
r19088,l248622,marge,l248632,marger,Nf,V,conv,X,conv,X,simple,NA
r19089,l248622,marge,l248659,marginer,Nf,V,conv,X,conv,X,simple,NA
r19105,l248759,mari,l248841,marier,Nm,V,conv,X,conv,X,simple,NA
r19125,l249039,marivaux,l249037,marivauder,Npx,V,conv,X,conv,X,simple,NA
r19143,l249184,marmotte,l249186,marmotter,Nf,V,conv,X,conv,X,simple,NA
r19153,l249221,marne,l249225,marner,Nf,V,conv,X,conv,X,simple,NA
r19165,l249321,maroufle,l249323,maroufler,Nf,V,conv,X,conv,X,simple,NA
r19184,l249470,marron,l249478,marronner,Nm,V,conv,X,conv,X,simple,NA
r19190,l249588,marsouin,l249591,marsouiner,Nm,V,conv,X,conv,X,simple,NA
r19194,l249628,marteau,l249645,marteler,Nm,V,conv,X,conv,X,simple,NA
r19225,l250196,masque,l250198,masquer,Nm,V,conv,X,conv,X,simple,NA
r19228,l250227,massacre,l250228,massacrer,Nm,V,conv,X,conv,X,simple,NA
r19233,l250274,masse,l250288,masser,Nf,V,conv,X,conv,X,simple,NA
r19239,l250309,massicot,l250311,massicoter,Nm,V,conv,X,conv,X,simple,NA
r19249,l250432,mastic,l250450,mastiquer,Nm,V,conv,X,conv,X,simple,NA
r19269,l250538,matamore,l250539,matamorer,Nm,V,conv,X,conv,X,simple,NA
r19271,l250572,matelas,l250574,matelasser,Nm,V,conv,X,conv,X,simple,NA
r19294,l250752,matraque,l250753,matraquer,Nf,V,conv,X,conv,X,simple,NA
r19298,l250767,matrice,l250768,matricer,Nf,V,conv,X,conv,X,simple,NA
r19301,l250777,matricule,l250778,matriculer,Nm,V,conv,X,conv,X,simple,NA
r19329,l251290,maxime,l251291,maximer,Nf,V,conv,X,conv,X,simple,NA
r19336,l251526,mazout,l251528,mazouter,Nm,V,conv,X,conv,X,simple,NA
r19341,l251544,mazurka,l251546,mazurker,Nf,V,conv,X,conv,X,simple,NA
r19344,l251575,maçon,l251578,maçonner,Nm,V,conv,X,conv,X,simple,NA
r19350,l251619,maîtrise,l251620,maîtriser,Nf,V,conv,X,conv,X,simple,NA
r19362,l252060,membre,l252061,membrer,Nm,V,conv,X,conv,X,simple,NA
r19366,l252088,menace,l252089,menacer,Nf,V,conv,X,conv,X,simple,NA
r19394,l252328,mention,l252329,mentionner,Nf,V,conv,X,conv,X,simple,NA
r19420,l252532,merde,l252535,merder,Nf,V,conv,X,conv,X,simple,NA
r19431,l252610,meringue,l252611,meringuer,Nf,V,conv,X,conv,X,simple,NA
r19441,l253010,messe,l253022,messer,Nf,V,conv,X,conv,X,simple,NA
r19447,l253099,mesure,l253100,mesurer,Nf,V,conv,X,conv,X,simple,NA
r19454,l253157,meuble,l253159,meubler,Nm,V,conv,X,conv,X,simple,NA
r19460,l253192,meule,l253195,meuler,Nf,V,conv,X,conv,X,simple,NA
r19468,l253263,meurtre,l253268,meurtrir,Nm,V,conv,X,conv,X,simple,NA
r19496,l253786,microcopie,l253787,microcopier,Nf,V,conv,X,conv,X,simple,NA
r19543,l254226,migraine,l254227,migrainer,Nf,V,conv,X,conv,X,simple,NA
r19587,l254576,millésime,l254577,millésimer,Nm,V,conv,X,conv,X,simple,NA
r19589,l254634,mime,l254637,mimer,Nm,V,conv,X,conv,X,simple,NA
r19605,l254740,mine,l254748,miner,Nf,V,conv,X,conv,X,simple,NA
r19612,l254814,miniature,l254815,miniaturer,Nf,V,conv,X,conv,X,simple,NA
r19643,l255027,minute,l255029,minuter,Nf,V,conv,X,conv,X,simple,NA
r19657,l255130,miracle,l255135,miraculer,Nm,V,conv,X,conv,X,simple,NA
r19662,l255210,mire,l255243,mirer,Nf,V,conv,X,conv,X,simple,NA
r19666,l255279,mirliton,l255283,mirlitonner,Nm,V,conv,X,conv,X,simple,NA
r19677,l255373,mise,l255378,miser,Nf,V,conv,X,conv,X,simple,NA
r19678,l255373,mise,l253134,mettre,Nf,V,conv,X,NA,X,simple,des2as
r19682,l255456,mission,l255465,missionner,Nf,V,conv,X,conv,X,simple,NA
r19691,l255571,mite,l255573,miter,Nf,V,conv,X,conv,X,simple,NA
r19692,l255585,mithridate,l255586,mithridater,Npx,V,conv,X,conv,X,simple,NA
r19710,l255636,mitre,l255638,mitrer,Nf,V,conv,X,conv,X,simple,NA
r19752,l255984,modèle,l255891,modeler,Nm,V,conv,X,conv,X,simple,NA
r19772,l256202,moire,l256204,moirer,Nf,V,conv,X,conv,X,simple,NA
r19778,l256268,moisson,l256274,moissonner,Nf,V,conv,X,conv,X,simple,NA
r19795,l256405,molette,l256402,moleter,Nf,V,conv,X,conv,X,simple,NA
r19845,l257220,monnaie,l257229,monnayer,Nf,V,conv,X,conv,X,simple,NA
r19866,l257485,monologue,l257486,monologuer,Nm,V,conv,X,conv,X,simple,NA
r19907,l258453,monte,l258551,monter,Nf,V,conv,X,conv,X,simple,NA
r19915,l259393,montre,l259417,montrer,Nf,V,conv,X,conv,X,simple,NA
r19921,l259670,montée,l258551,monter,Nf,V,conv,X,NA,X,simple,des2as
r19931,l259828,moquette,l259829,moquetter,Nf,V,conv,X,conv,X,simple,NA
r19951,l259953,morceau,l259956,morceler,Nm,V,conv,X,conv,X,simple,NA
r19958,l259976,mordant,l259974,mordancer,Nm,V,conv,X,conv,X,simple,NA
r19968,l260061,morfal,l260063,morfaler,Nm,V,conv,X,conv,X,simple,NA
r19969,l260071,morfil,l260073,morfiler,Nm,V,conv,X,conv,X,simple,NA
r19972,l260111,morgue,l260113,morguer,Nf,V,conv,X,conv,X,simple,NA
r19977,l260319,mornifle,l260320,mornifler,Nf,V,conv,X,conv,X,simple,NA
r20004,l260466,mort,l261336,mourir,Nf,V,conv,X,NA,X,simple,des2as
r20008,l260490,mortaise,l260491,mortaiser,Nf,V,conv,X,conv,X,simple,NA
r20018,l260609,morve,l260618,morver,Nf,V,conv,X,conv,X,simple,NA
r20026,l260809,motif,l260822,motiver,Nm,V,conv,X,conv,X,simple,NA
r20038,l260903,motte,l260905,motter,Nf,V,conv,X,conv,X,simple,NA
r20044,l260975,mouche,l260992,moucheter,Nf,V,conv,X,conv,X,simple,NA
r20061,l261098,mouille,l261102,mouiller,Nf,V,conv,X,conv,X,simple,NA
r20070,l261158,moule,l261164,mouler,Nm,V,conv,X,conv,X,simple,NA
r20103,l261436,mousse,l261449,mousser,Nf,V,conv,X,conv,X,simple,NA
r20113,l261543,moutarde,l261545,moutarder,Nf,V,conv,X,conv,X,simple,NA
r20116,l261604,mouton,l261613,moutonner,Nm,V,conv,X,conv,X,simple,NA
r20127,l261724,moyen,l261738,moyenner,Nm,V,conv,X,conv,X,simple,NA
r20133,l261935,mue,l261936,muer,Nf,V,conv,X,conv,X,simple,NA
r20138,l261978,muguet,l261979,mugueter,Nm,V,conv,X,conv,X,simple,NA
r20141,l262038,muleta,l262040,muleter,Nf,V,conv,X,conv,X,simple,NA
